"","B220","CD106","CD11b","CD11c","CD16.32","CD169","CD19","CD21.35","CD27","CD3","CD31","CD35","CD4","CD44","CD45","CD5","CD71","CD79b","CD8a","CD90","ERTR7","F4.80","IgD","IgM","Ly6C","Ly6G","MHCII","NKp46","TCR","Ter119"
"codex_160",545.956298828125,4153.57763671875,235.858413696289,2648.12426757812,750.968383789062,43.1833152770996,776.570556640625,136.307693481445,718.246154785156,52.9384918212891,1956.94970703125,467.793975830078,419.202758789062,6964.0830078125,3240.0908203125,260.117919921875,2199.19604492188,1429.3759765625,1600.69348144531,2514.97509765625,1998.65832519531,3478.77905273438,197.210922241211,141.468658447266,259.932525634766,174.934112548828,2685.87158203125,1247.93969726562,525.343200683594,166.635726928711
"codex_161",834.645446777344,876.407775878906,146.313949584961,853.499755859375,254.664978027344,294.506744384766,637.199523925781,305.294616699219,515.360473632812,54.9465484619141,495.901123046875,736.685607910156,1154.90673828125,1641.10534667969,287.005096435547,294.679229736328,16.8568496704102,319.302429199219,225.294052124023,1130.04614257812,172.995254516602,505.442138671875,757.599548339844,96.1278762817383,64.1838760375977,78.6398010253906,566.441040039062,-101.21866607666,768.322387695312,243.455444335938
"codex_162",-3978.86083984375,-167.846771240234,639.642578125,2341.65942382812,4593.9931640625,-3795.02368164062,169.728439331055,-668.462585449219,875.942138671875,-3999.55078125,1796.48303222656,238.191390991211,-2812.322265625,3643.51416015625,2409.25756835938,-2103.67529296875,-837.926391601562,660.033142089844,-2145.34448242188,1604.86535644531,380.753295898438,-1564.58520507812,-2740.32202148438,85.5164260864258,-923.747985839844,-725.454650878906,11538.9775390625,278.632263183594,107.534568786621,-363.624328613281
"codex_163",577.85791015625,-553.441162109375,109.667213439941,-86.3529586791992,-2653.45947265625,257.851104736328,-173.388641357422,323.475982666016,185.534133911133,109.310546875,-589.28173828125,205.909729003906,802.723937988281,89.1755752563477,-1939.69653320312,627.811950683594,1622.89685058594,-761.610900878906,421.983947753906,-233.163055419922,2479.64086914062,-1929.99877929688,-2020.48510742188,-43.7643852233887,165.942291259766,71.7216873168945,-1651.48254394531,665.213684082031,292.621948242188,113.223274230957
"codex_164",-1152.65258789062,7820.87109375,280.080139160156,2031.70788574219,1084.470703125,-345.239227294922,1513.53820800781,7.73307466506958,801.342468261719,-349.922912597656,1446.21630859375,891.331665039062,846.128051757812,3474.6875,3490.73168945312,71.4365921020508,-82.8746490478516,1479.64807128906,581.956787109375,2466.1796875,1188.55920410156,2809.35571289062,-669.576232910156,443.911987304688,202.568267822266,11.8214139938354,4103.49853515625,698.291687011719,819.994750976562,71.3249969482422
"codex_165",180.483337402344,-343.501098632812,125.86686706543,314.560272216797,465.003326416016,221.573577880859,315.868469238281,63.8661460876465,79.1679458618164,126.61563873291,272.823272705078,316.971496582031,-89.0878677368164,154.045364379883,579.345458984375,150.621704101562,82.2792053222656,1777.35571289062,300.624572753906,288.604064941406,-523.686218261719,201.010543823242,-314.953155517578,504.713226318359,88.4653854370117,62.7333335876465,255.111389160156,349.086730957031,263.211059570312,403.266479492188
"codex_166",2043.56164550781,2241.234375,229.759048461914,1948.29211425781,2231.0791015625,154.980133056641,1168.82348632812,124.880485534668,624.703125,105.613983154297,1909.20874023438,575.9951171875,1034.07580566406,2333.69506835938,3912.27075195312,428.305053710938,147.014907836914,3064.384765625,1277.24108886719,1829.51318359375,500.209411621094,2974.09155273438,1791.78259277344,678.671569824219,172.000305175781,99.4248352050781,2104.87719726562,491.313293457031,546.427795410156,1056.03308105469
"codex_167",2462.33740234375,10711.955078125,265.356140136719,3068.8037109375,6118.96630859375,365.557159423828,1153.45068359375,44.5019645690918,552.62353515625,224.489974975586,3063.39916992188,618.949157714844,35.0611267089844,3858.77099609375,7087.2431640625,336.834442138672,172.083770751953,3061.5439453125,1958.89111328125,3251.57543945312,14118.49609375,4759.7607421875,3696.01025390625,390.929656982422,343.731262207031,222.721817016602,3053.09350585938,1957.45629882812,213.736312866211,-0.384554922580719
"codex_168",1839.29040527344,1941.90612792969,198.577011108398,1576.53686523438,1937.70959472656,-1158.87573242188,1492.90612792969,7.02472925186157,542.380554199219,-1077.88110351562,1913.79748535156,487.45849609375,364.564544677734,1741.517578125,2995.0087890625,-379.337890625,-8.25519180297852,2558.34643554688,-188.369522094727,1587.76354980469,-273.410919189453,-99.3132934570312,4815.5341796875,298.791107177734,-212.410385131836,-143.694625854492,4611.7314453125,323.637786865234,604.300903320312,-102.298141479492
"codex_169",2598.39990234375,3581.26904296875,196.44758605957,2956.65893554688,6057.94873046875,-939.031005859375,1772.15405273438,-34.6985778808594,692.4072265625,-932.457702636719,3924.65014648438,695.711059570312,-373.498260498047,4076.81103515625,6919.13671875,-724.011108398438,-252.327331542969,4028.2412109375,255.933517456055,2707.2490234375,444.456939697266,4274.95166015625,6356.82666015625,519.2470703125,-287.378875732422,-70.9253234863281,7377.76123046875,419.989166259766,616.3310546875,-81.572021484375
"codex_170",2711.68823242188,1745.53869628906,246.710647583008,2377.18872070312,2519.93774414062,274.327362060547,1150.52416992188,180.175323486328,928.240295410156,373.587860107422,2213.7236328125,584.24267578125,910.423278808594,4079.0576171875,1938.67663574219,729.890747070312,1488.91040039062,2412.94897460938,1600.2802734375,2212.63671875,2127.81713867188,1681.02160644531,4493.85498046875,298.739532470703,183.371643066406,170.996627807617,1731.63549804688,502.165435791016,1114.45336914062,1209.91003417969
"codex_171",1877.64733886719,4332.16357421875,94.3307189941406,1134.88024902344,80.040901184082,350.523254394531,928.443176269531,222.369583129883,85.6270217895508,245.144989013672,1191.38854980469,689.621887207031,885.574768066406,3290.87426757812,2965.662109375,462.924255371094,289.917724609375,2674.2861328125,1005.60076904297,1310.59680175781,181.328140258789,1528.12634277344,818.688415527344,579.452087402344,202.421157836914,130.207107543945,1138.33447265625,285.555389404297,385.212799072266,163.151412963867
"codex_172",-445.391235351562,4307.26171875,680.436218261719,1211.36572265625,3095.55493164062,82.4733200073242,-60.8865623474121,2.23832702636719,593.1904296875,47.3864402770996,1774.50463867188,206.417663574219,-84.6847229003906,5222.3291015625,9729.826171875,-93.6239776611328,-129.487869262695,1013.41046142578,498.115783691406,2367.9296875,846.268127441406,4472.02587890625,656.137878417969,241.66862487793,130.944351196289,19.387414932251,750.628051757812,4819.73193359375,-155.708724975586,60.2433242797852
"codex_173",-519.944763183594,2115.3974609375,1901.50476074219,3094.64331054688,8941.94140625,1186.79479980469,1110.11474609375,52.7464942932129,1449.69604492188,901.387573242188,2221.18212890625,394.917663574219,675.742980957031,7176.64013671875,4965.44775390625,964.33740234375,130.472885131836,1187.03210449219,2251.7060546875,3940.69897460938,230.90510559082,4798.4443359375,-215.964508056641,213.494125366211,6186.44775390625,480.722595214844,1036.10949707031,614.64990234375,603.874572753906,463.318145751953
"codex_174",820.984558105469,5236.52880859375,207.773193359375,2893.7216796875,4047.11206054688,-151.657165527344,1588.31909179688,9.6195821762085,904.648254394531,345.088653564453,3025.11279296875,618.675048828125,2856.60620117188,6225.7041015625,4684.068359375,2224.8740234375,528.578186035156,1954.826171875,1609.03381347656,3202.73876953125,2631.5107421875,3240.61083984375,2209.92553710938,374.807922363281,253.932662963867,90.8689346313477,2688.18212890625,451.480651855469,1021.52850341797,20.2016296386719
"codex_175",1754.37353515625,2634.18676757812,186.771240234375,952.799255371094,628.903442382812,337.417938232422,684.937377929688,119.170860290527,319.234313964844,3.97800755500793,748.924011230469,311.345886230469,-259.437896728516,1058.21362304688,1483.36206054688,-532.224426269531,211.983795166016,2230.90283203125,381.276794433594,789.640319824219,1810.51733398438,1145.68408203125,4357.47998046875,86.7369766235352,177.986831665039,116.072380065918,1178.44140625,459.169616699219,449.073699951172,80.2529678344727
"codex_176",1910.49829101562,2038.802734375,149.017120361328,490.973388671875,832.865783691406,3.1422975063324,755.951599121094,114.619407653809,504.465087890625,-808.9814453125,737.688659667969,521.464416503906,-667.965759277344,679.229919433594,2095.0380859375,-1578.6533203125,-663.559265136719,2289.41674804688,-347.255401611328,-98.1985931396484,2091.70703125,714.559387207031,3899.19287109375,355.506958007812,12.2787990570068,25.5352516174316,1234.17297363281,252.473037719727,-282.073883056641,102.189399719238
"codex_177",4080.50854492188,-161.792327880859,96.46630859375,1084.22863769531,364.752838134766,-550.322082519531,1357.00073242188,94.608512878418,381.948089599609,-709.755981445312,896.078674316406,285.815338134766,70.0129165649414,1142.828125,2867.65698242188,201.620422363281,72.1369476318359,3497.29736328125,148.781799316406,1508.78491210938,-85.228157043457,-162.969085693359,6394.66552734375,407.651428222656,-19.1222553253174,-109.595932006836,3925.6005859375,208.081024169922,352.227172851562,34.7286071777344
"codex_178",2630.59301757812,3293.9892578125,191.920333862305,1678.92346191406,2850.51318359375,-770.781066894531,1132.96154785156,-3.97726583480835,306.951141357422,-825.819885253906,2503.08056640625,533.21337890625,-897.828918457031,4773.1953125,4259.48291015625,-395.108489990234,-451.034912109375,5134.87158203125,139.778884887695,1519.91027832031,1535.25891113281,2071.810546875,2886.98217773438,566.694458007812,-95.0347671508789,-84.2169494628906,4125.8154296875,487.291961669922,130.817230224609,-164.65185546875
"codex_179",-1255.96276855469,2550.20068359375,494.182922363281,1582.08666992188,2677.43481445312,-80.9953384399414,267.138427734375,38.7530937194824,586.501525878906,-57.5688934326172,1916.18786621094,366.286224365234,170.333755493164,4646.80859375,3106.20825195312,136.385116577148,139.607345581055,-324.415466308594,527.780822753906,1321.69970703125,604.073364257812,2764.341796875,-938.836059570312,42.8159828186035,106.305763244629,86.2695465087891,1734.62280273438,3465.09106445312,414.388946533203,116.411781311035
"codex_180",1775.02661132812,1371.59143066406,240.62956237793,1463.97351074219,1268.2841796875,-1367.05090332031,1246.21520996094,-36.8052787780762,243.868759155273,-1413.61962890625,1761.47375488281,635.626403808594,-305.631622314453,3516.95751953125,3984.77099609375,-411.573120117188,-160.249801635742,2393.29443359375,-300.383392333984,1407.88916015625,-1119.07214355469,358.786254882812,1282.79956054688,1256.03894042969,-260.520935058594,-214.243438720703,6134.5166015625,321.937835693359,150.671615600586,-10.4644155502319
"codex_181",1255.529296875,774.9375,136.396301269531,877.07568359375,436.044158935547,-1377.19177246094,839.806945800781,-19.58251953125,304.388549804688,-1424.95849609375,758.759826660156,356.394165039062,-715.651794433594,101.569999694824,1519.94946289062,-565.018859863281,-179.787826538086,1322.10144042969,-762.528198242188,907.947326660156,919.085632324219,-913.5859375,2589.6220703125,140.261047363281,-366.270446777344,-245.28630065918,4482.08251953125,307.589965820312,281.75634765625,-209.970428466797
"codex_182",157.277145385742,4286.7685546875,148.924621582031,1661.63049316406,7589.375,446.189392089844,825.228637695312,-11.8145790100098,757.488586425781,430.624420166016,1323.61608886719,201.409927368164,245.203308105469,1464.25329589844,20.6780643463135,469.404693603516,349.93408203125,1218.22387695312,1052.05908203125,1562.16186523438,2332.5029296875,732.176330566406,1050.8017578125,217.119674682617,241.962493896484,153.811737060547,456.115936279297,418.901733398438,783.133056640625,685.579956054688
"codex_183",-695.278137207031,52.173641204834,155.46940612793,584.608154296875,5639.5693359375,-7.46206855773926,63.2290534973145,-30.9905986785889,418.398742675781,-6.36645030975342,2361.8193359375,18.9035549163818,-423.577026367188,-259.453277587891,-156.891937255859,-381.712768554688,12.6317300796509,-495.644927978516,-231.267639160156,296.545074462891,-179.455200195312,-385.456359863281,-876.594177246094,-8.70944499969482,64.2179183959961,9.21647453308105,672.134094238281,643.89599609375,248.880416870117,109.018402099609
"codex_184",-335.425903320312,7848.00390625,132.821319580078,1159.21667480469,448.459228515625,70.6786804199219,582.573547363281,84.3808135986328,312.966949462891,305.306060791016,1819.75170898438,429.528411865234,320.714691162109,3978.9453125,3563.56567382812,-92.6571655273438,-591.388305664062,209.659393310547,407.238067626953,1183.06787109375,185.408203125,4749.7158203125,-1063.1259765625,44.9941520690918,225.040390014648,132.142974853516,770.284729003906,682.053833007812,37.0873184204102,-300.320465087891
"codex_185",300.800048828125,-87.8626174926758,25.3809127807617,305.002807617188,-420.959442138672,306.266723632812,76.5297241210938,76.5090255737305,-44.6658935546875,141.536758422852,71.0720367431641,20.0579090118408,-42.2566719055176,1925.33459472656,396.433288574219,128.507461547852,727.966735839844,65.0484161376953,314.15234375,155.872467041016,248.740783691406,804.396789550781,141.51416015625,56.9013824462891,5.22944974899292,-15.6941785812378,-67.4913864135742,366.010131835938,128.979080200195,213.565185546875
"codex_186",1274.20629882812,1069.44787597656,-44.2692756652832,1172.48388671875,744.427673339844,195.765838623047,601.965148925781,-19.8287830352783,854.71533203125,40.611930847168,356.811645507812,94.2816619873047,-192.436996459961,1053.08703613281,1155.84423828125,103.024253845215,36.3432731628418,-2893.56567382812,723.573425292969,352.226501464844,1586.27465820312,257.034515380859,553.889221191406,-808.16357421875,223.604690551758,131.931640625,1187.99743652344,1175.43920898438,421.372894287109,624.907531738281
"codex_187",3287.65625,1630.74951171875,180.42041015625,1395.93286132812,557.562316894531,104.205589294434,1616.02563476562,227.663909912109,423.100189208984,-196.692138671875,1083.63732910156,519.080383300781,485.24072265625,587.624389648438,2235.07421875,272.590911865234,197.67121887207,4829.23681640625,811.826904296875,1394.94226074219,2638.84448242188,201.389617919922,5584.33837890625,548.026672363281,86.7529296875,72.2734832763672,2631.5322265625,-451.746704101562,634.882446289062,885.002868652344
"codex_188",-183.769134521484,1303.90869140625,108.754699707031,376.915191650391,61.645938873291,375.325317382812,168.600845336914,97.8646240234375,190.188247680664,173.638519287109,1067.89025878906,166.743270874023,69.1602325439453,1700.82897949219,377.952209472656,64.6954727172852,310.636932373047,-12.6933126449585,151.334671020508,252.718200683594,366.861145019531,552.925537109375,-335.895416259766,88.473747253418,140.295700073242,93.9558868408203,65.7901840209961,488.035888671875,369.739410400391,-42.1834335327148
"codex_189",774.249389648438,2214.04321289062,160.703109741211,1402.81225585938,9547.064453125,266.768859863281,617.48974609375,223.723007202148,596.6904296875,116.035217285156,2596.52270507812,519.387878417969,522.148254394531,1640.29943847656,-14.8038969039917,221.934356689453,656.601501464844,602.364196777344,551.650634765625,1196.369140625,1606.32568359375,163.66926574707,258.524353027344,107.257736206055,151.109146118164,91.7203140258789,119.408393859863,107.838241577148,456.871734619141,-44.4710083007812
"codex_190",-493.537628173828,940.202453613281,127.509323120117,556.331176757812,692.332946777344,172.413619995117,126.707138061523,85.4797821044922,172.322601318359,-86.1816329956055,1532.78991699219,259.601837158203,-271.088073730469,1946.08508300781,143.05793762207,6.90618848800659,448.557250976562,176.143188476562,86.3760604858398,310.596954345703,992.213500976562,453.052429199219,-763.386352539062,41.0997085571289,116.639472961426,75.6631469726562,351.259124755859,562.408996582031,432.308410644531,90.8815841674805
"codex_191",380.475982666016,1870.15148925781,993.722839355469,1137.04138183594,748.53759765625,528.6513671875,331.464660644531,61.7551765441895,412.935852050781,357.155456542969,864.311828613281,203.161041259766,56.0034408569336,3237.15625,4925.24658203125,337.040100097656,389.645904541016,297.976684570312,758.823181152344,1085.80920410156,2503.62841796875,1092.54992675781,428.128936767578,56.1050109863281,861.841064453125,165.248428344727,-62.3428840637207,4420.548828125,439.353973388672,247.966644287109
"codex_192",496.939697265625,3069.1953125,219.829925537109,1408.25842285156,1287.7890625,294.517669677734,284.883941650391,165.820831298828,316.514617919922,11.61851978302,1579.95031738281,422.975769042969,207.43278503418,2594.736328125,1943.89184570312,172.002517700195,194.409866333008,828.34033203125,686.390563964844,1347.66247558594,12867.203125,1444.50952148438,434.055206298828,321.584655761719,180.076766967773,130.762954711914,486.672943115234,1954.27795410156,287.908294677734,101.043617248535
"codex_193",1308.923828125,1116.72485351562,451.235778808594,1370.58801269531,2230.42041015625,104.424217224121,1612.91979980469,47.7154579162598,154.767074584961,0.704898357391357,1777.11511230469,633.214904785156,775.199768066406,4499.63427734375,3605.3740234375,72.078010559082,84.7728958129883,5735.0849609375,519.364074707031,1456.21044921875,-174.102249145508,1587.60424804688,1097.03332519531,1469.24645996094,-3.32335638999939,67.349609375,1367.54528808594,248.901718139648,360.317047119141,-81.2191467285156
"codex_194",-268.805572509766,3146.74731445312,213.11979675293,2523.75927734375,1178.92468261719,62.7608985900879,655.307800292969,45.5570297241211,1541.36340332031,3403.72290039062,1681.01062011719,459.514465332031,2561.00830078125,4771.236328125,3410.40478515625,6515.88134765625,331.741882324219,499.308776855469,1994.46240234375,4931.41064453125,2620.80102539062,1288.88256835938,-1231.92175292969,154.552688598633,102.80347442627,85.4895095825195,1111.1513671875,638.546020507812,4095.8095703125,50.7908821105957
"codex_195",68.2230377197266,1588.16394042969,135.827438354492,1092.57043457031,2463.5048828125,89.7498016357422,673.609680175781,72.4261856079102,567.55224609375,171.551620483398,1630.66198730469,439.472106933594,279.41064453125,2165.671875,559.153503417969,141.21012878418,78.1001663208008,620.01904296875,532.838623046875,1030.7119140625,661.229736328125,1027.22961425781,124.447021484375,206.558380126953,202.40217590332,55.9524612426758,427.102386474609,389.769256591797,715.468505859375,237.01481628418
"codex_196",2013.38037109375,174.217193603516,165.48405456543,670.634704589844,-486.198944091797,-459.989044189453,758.423034667969,153.648025512695,281.2998046875,-563.0859375,541.495788574219,364.879425048828,498.907165527344,-702.735290527344,2116.443359375,-6.63310432434082,230.915420532227,1737.35607910156,-30.1039390563965,781.209411621094,266.108123779297,-530.434509277344,4234.31591796875,168.821960449219,-53.5599212646484,-58.7420234680176,2365.41674804688,242.009902954102,353.573974609375,262.279693603516
"codex_197",472.488311767578,1605.14245605469,-293.340148925781,1375.80871582031,-234.683837890625,-774.182800292969,444.098968505859,222.15153503418,31.632833480835,1076.8984375,1289.60815429688,546.330688476562,7180.04296875,3387.37060546875,2441.5634765625,6076.05615234375,183.542037963867,481.086883544922,323.672210693359,8364.4365234375,896.779602050781,497.702270507812,1206.90502929688,-0.527064025402069,-506.184631347656,-103.784576416016,2252.82934570312,457.840087890625,3841.02783203125,195.394638061523
"codex_198",1765.29284667969,-859.223876953125,88.8390579223633,-201.960113525391,-23.753885269165,-581.91259765625,183.547668457031,129.148178100586,-195.516830444336,-1706.76208496094,249.616012573242,64.6002731323242,-1139.79382324219,-255.092239379883,1787.36047363281,-2081.4677734375,-721.298828125,1255.71166992188,-1054.4794921875,-1112.21496582031,-1686.72131347656,-502.210205078125,2697.1220703125,160.750671386719,-199.79914855957,-132.13981628418,2151.93896484375,209.525680541992,-1141.49255371094,271.633209228516
"codex_199",261.434600830078,1234.89233398438,96.0287857055664,1042.30810546875,8859.6748046875,501.089385986328,741.181518554688,145.361312866211,581.016235351562,474.845001220703,2693.54638671875,313.279052734375,582.68017578125,162.888641357422,-516.311218261719,816.516418457031,140.665100097656,463.846954345703,1044.17858886719,995.962768554688,717.026245117188,28.2112598419189,34.5467262268066,231.40739440918,237.467437744141,148.538375854492,-717.431945800781,191.93928527832,624.019592285156,126.929512023926
"codex_200",1138.84814453125,147.930541992188,135.213180541992,185.495193481445,-124.863456726074,-153.379638671875,642.578125,196.883743286133,43.2061958312988,-279.483276367188,436.073455810547,381.111511230469,-65.7663497924805,-479.634307861328,701.337280273438,-262.810333251953,170.686920166016,1793.22961425781,-349.125732421875,38.5443954467773,176.684600830078,24.3034725189209,2323.6103515625,149.270324707031,-94.9446868896484,-15.3261909484863,892.568786621094,205.611083984375,88.6576309204102,-392.740600585938
"codex_201",-1397.65270996094,1965.73840332031,226.595596313477,2905.4169921875,588.273071289062,-816.657958984375,360.137664794922,-179.717636108398,429.351593017578,-1164.09704589844,1378.51965332031,81.6502456665039,-124.43132019043,3462.35668945312,422.969329833984,618.621459960938,223.343536376953,712.538146972656,2307.27099609375,1474.19165039062,2443.30395507812,-245.318450927734,-616.236755371094,-27.3441486358643,-152.582427978516,-115.351058959961,4655.935546875,497.466278076172,580.750732421875,2548.82592773438
"codex_202",382.077728271484,1099.76586914062,105.051223754883,122.081916809082,-2311.97290039062,-202.407531738281,208.676742553711,95.3142929077148,136.238403320312,-397.538024902344,-141.453430175781,499.346130371094,106.944717407227,-17.7809257507324,1.60040628910065,-364.105743408203,60.3917770385742,178.959014892578,-332.033843994141,105.452659606934,-2056.29272460938,-216.771057128906,-4.30543279647827,55.1561737060547,18.5810241699219,-35.4715614318848,1597.53918457031,-87.1346740722656,385.824890136719,64.2540512084961
"codex_203",1691.59997558594,2085.49389648438,182.304809570312,1538.93688964844,2268.09057617188,-11.8103904724121,819.440490722656,-35.917350769043,654.103759765625,-114.723609924316,1702.80773925781,309.524658203125,743.499816894531,1665.46313476562,3173.85009765625,200.964965820312,21.4697189331055,782.797058105469,977.345153808594,1350.09313964844,759.954467773438,2537.74536132812,2107.78369140625,145.778259277344,13.5468273162842,54.6972846984863,2673.5302734375,437.092987060547,873.414978027344,561.32958984375
