"","x","y","z"
"codex_24348",2924,1701,10
"codex_24349",2939,1396,11
"codex_24350",2941,1368,10
"codex_24351",2939,1432,11
"codex_24352",2950,1252,3
"codex_24353",2943,1291,8
"codex_24354",2936,1993,6
"codex_24355",2934,1788,5
"codex_24356",2938,1804,5
"codex_24357",2934,1912,5
"codex_24358",2934,1925,10
"codex_24359",2926,1881,6
"codex_24360",2942,1476,11
"codex_24361",2951,1171,7
"codex_24362",2926,1947,10
"codex_24363",2946,1551,9
"codex_24364",2915,1834,10
"codex_24365",2965,1027,11
"codex_24366",2956,1222,10
"codex_24367",2963,1280,9
"codex_24368",2941,1645,10
"codex_24369",2947,1503,10
"codex_24370",2960,1311,11
"codex_24371",2946,1857,7
"codex_24372",2942,1741,10
"codex_24373",2950,1811,3
"codex_24374",2948,1765,6
"codex_24375",2967,1348,6
"codex_24376",2954,1611,11
"codex_24377",2967,1483,9
"codex_24378",2951,1699,6
"codex_24379",2944,1822,10
"codex_24380",2975,1062,10
"codex_24381",2953,1888,11
"codex_24382",2950,1952,7
"codex_24383",2942,1975,6
"codex_24384",2976,1235,10
"codex_24385",2954,1926,10
"codex_24386",2972,1403,6
"codex_24387",2967,1714,6
"codex_24388",2969,1589,7
"codex_24389",2965,1724,10
"codex_24390",2979,1544,9
"codex_24391",2965,1822,6
"codex_24392",2974,1653,9
"codex_24393",2965,1867,5
"codex_24394",2974,1780,10
"codex_24395",2982,1181,9
"codex_24396",2982,1207,9
"codex_24397",2990,1067,5
"codex_24398",2981,1366,9
"codex_24399",2992,1042,6
"codex_24400",2972,1739,5
"codex_24401",2964,1802,5
"codex_24402",2984,1517,7
"codex_24403",2989,1295,11
"codex_24404",2969,1954,6
"codex_24405",2976,1923,6
"codex_24406",2997,1117,9
"codex_24407",2976,1992,10
"codex_24408",2982,1570,10
"codex_24409",2987,1609,8
"codex_24410",2994,1419,7
"codex_24411",2980,1765,11
"codex_24412",2992,1269,11
"codex_24413",3001,1252,10
"codex_24414",2980,1842,11
"codex_24415",3002,1342,6
"codex_24416",2980,1956,9
"codex_24417",2988,2001,6
"codex_24418",2993,1678,7
"codex_24419",3009,1036,10
"codex_24420",2982,1701,11
"codex_24421",2986,1906,11
"codex_24422",2993,1956,11
"codex_24423",2990,1498,11
"codex_24424",3003,1468,9
"codex_24425",2990,1820,5
"codex_24426",3019,1082,10
"codex_24427",2989,1853,5
"codex_24428",2997,1730,5
"codex_24429",3022,1051,11
"codex_24430",3001,1924,11
"codex_24431",2992,1793,5
"codex_24432",3004,1788,10
"codex_24433",3024,1134,9
"codex_24434",3023,1179,9
"codex_24435",2998,1877,10
"codex_24436",3002,1841,11
"codex_24437",3024,1304,10
"codex_24438",3019,1211,9
"codex_24439",3024,1397,10
"codex_24440",3028,1247,10
"codex_24441",3000,1759,6
"codex_24442",3003,1906,6
"codex_24443",3005,1702,11
"codex_24444",3008,1970,6
"codex_24445",3026,1359,11
"codex_24446",3014,1994,10
"codex_24447",3039,1184,6
"codex_24448",3028,1669,10
"codex_24449",3021,1693,9
"codex_24450",3044,1092,9
"codex_24451",3025,1433,10
"codex_24452",3020,1566,11
"codex_24453",3017,1591,9
"codex_24454",3021,1772,10
"codex_24455",3025,1523,10
"codex_24456",3047,1165,5
"codex_24457",3017,1748,11
"codex_24458",3028,1748,11
"codex_24459",3017,1827,5
"codex_24460",3028,1841,5
"codex_24461",3023,1628,11
"codex_24462",3024,1927,10
"codex_24463",3039,1321,7
"codex_24464",3050,1022,7
"codex_24465",3019,1806,11
"codex_24466",3051,1059,11
"codex_24467",3041,1281,9
"codex_24468",3045,1486,10
"codex_24469",3020,1944,5
"codex_24470",3029,1782,5
"codex_24471",3043,1367,10
"codex_24472",3049,1210,5
"codex_24473",3029,1974,9
"codex_24474",3035,1900,5
"codex_24475",3056,1111,10
"codex_24476",3019,1880,9
"codex_24477",3039,1958,5
"codex_24478",3051,1144,11
"codex_24479",3026,1720,10
"codex_24480",3056,1437,9
"codex_24481",3061,1010,9
"codex_24482",3045,1878,5
"codex_24483",3046,1796,5
"codex_24484",3054,1329,10
"codex_24485",3042,1626,10
"codex_24486",3043,1974,11
"codex_24487",3056,1741,10
"codex_24488",3055,1520,10
"codex_24489",3058,1596,7
"codex_24490",3055,1770,9
"codex_24491",3072,1256,6
"codex_24492",3054,1677,6
"codex_24493",3054,1699,10
"codex_24494",3072,1302,11
"codex_24495",3055,1851,10
"codex_24496",3070,1056,9
"codex_24497",3066,1524,8
"codex_24498",3057,1233,10
"codex_24499",3065,1399,11
"codex_24500",3067,1489,10
"codex_24501",3070,1206,11
"codex_24502",3064,1823,5
"codex_24503",3047,1997,5
"codex_24504",3055,1951,10
"codex_24505",3041,1810,5
"codex_24506",3051,1562,10
"codex_24507",3079,1119,7
"codex_24508",3069,1627,11
"codex_24509",3087,1023,10
"codex_24510",3080,1437,7
"codex_24511",3066,1920,6
"codex_24512",3076,1356,10
"codex_24513",3087,1226,7
"codex_24514",3079,1583,7
"codex_24515",3065,1727,5
"codex_24516",3075,1841,11
"codex_24517",3094,1156,10
"codex_24518",3098,1013,5
"codex_24519",3094,1170,7
"codex_24520",3065,1991,11
"codex_24521",3090,1383,11
"codex_24522",3082,1652,11
"codex_24523",3073,1770,9
"codex_24524",3087,1936,10
"codex_24525",3102,1062,10
"codex_24526",3074,1874,11
"codex_24527",3082,1905,5
"codex_24528",3104,1041,5
"codex_24529",3059,1970,5
"codex_24530",3094,1535,10
"codex_24531",3085,1723,10
"codex_24532",3103,1240,11
"codex_24533",3111,1151,5
"codex_24534",3093,1610,10
"codex_24535",3105,1277,11
"codex_24536",3113,1090,7
"codex_24537",3073,1946,5
"codex_24538",3073,1970,10
"codex_24539",3104,1325,11
"codex_24540",3089,1822,5
"codex_24541",3090,1973,6
"codex_24542",3103,1453,10
"codex_24543",3093,1757,10
"codex_24544",3122,1013,10
"codex_24545",3108,1383,10
"codex_24546",3107,1637,11
"codex_24547",3118,1219,6
"codex_24548",3093,1963,10
"codex_24549",3115,1357,11
"codex_24550",3097,1870,11
"codex_24551",3099,1892,5
"codex_24552",3118,1314,7
"codex_24553",3114,1784,10
"codex_24554",3125,1158,9
"codex_24555",3096,1921,5
"codex_24556",3106,1830,11
"codex_24557",3103,1801,6
"codex_24558",3101,1476,7
"codex_24559",3106,1961,11
"codex_24560",3102,1708,6
"codex_24561",3119,1577,11
"codex_24562",3135,1032,5
"codex_24563",3134,1138,9
"codex_24564",3110,1850,6
"codex_24565",3132,1335,11
"codex_24566",3122,1907,6
"codex_24567",3107,1996,10
"codex_24568",3140,1069,9
"codex_24569",3133,1388,11
"codex_24570",3126,1728,6
"codex_24571",3120,1817,5
"codex_24572",3129,1323,10
"codex_24573",3145,1016,9
"codex_24574",3145,1055,10
"codex_24575",3124,1699,10
"codex_24576",3138,1283,10
"codex_24577",3146,1108,9
"codex_24578",3137,1245,11
"codex_24579",3148,1129,5
"codex_24580",3132,1845,5
"codex_24581",3139,1440,9
"codex_24582",3143,1216,9
"codex_24583",3134,1656,10
"codex_24584",3140,1501,9
"codex_24585",3125,1897,11
"codex_24586",3125,1979,6
"codex_24587",3137,1466,6
"codex_24588",3141,1873,5
"codex_24589",3146,1548,11
"codex_24590",3161,1038,11
"codex_24591",3162,1129,10
"codex_24592",3162,1165,10
"codex_24593",3142,1411,9
"codex_24594",3153,1745,10
"codex_24595",3144,1806,6
"codex_24596",3155,1189,5
"codex_24597",3162,1335,6
"codex_24598",3161,1359,9
"codex_24599",3140,1780,6
"codex_24600",3129,1945,5
"codex_24601",3146,1857,9
"codex_24602",3160,1577,10
"codex_24603",3143,1895,11
"codex_24604",3142,1634,10
"codex_24605",3145,1607,10
"codex_24606",3157,1824,5
"codex_24607",3175,1020,10
"codex_24608",3154,1914,10
"codex_24609",3167,1259,10
"codex_24610",3150,1990,10
"codex_24611",3176,1066,6
"codex_24612",3169,1243,5
"codex_24613",3180,1149,7
"codex_24614",3164,1316,10
"codex_24615",3166,1686,9
"codex_24616",3142,1831,11
"codex_24617",3155,1960,10
"codex_24618",3173,1605,8
"codex_24619",3184,1247,10
"codex_24620",3176,1195,10
"codex_24621",3164,1527,8
"codex_24622",3163,1538,11
"codex_24623",3186,1192,6
"codex_24624",3161,1784,10
"codex_24625",3186,1365,11
"codex_24626",3169,1390,11
"codex_24627",3163,1862,5
"codex_24628",3190,1047,5
"codex_24629",3173,1993,9
"codex_24630",3192,1100,10
"codex_24631",3188,1727,8
"codex_24632",3174,1844,10
"codex_24633",3174,1884,11
"codex_24634",3188,1902,10
"codex_24635",3194,1316,10
"codex_24636",3191,1271,5
"codex_24637",3202,1032,5
"codex_24638",3194,1469,9
"codex_24639",3205,1061,10
"codex_24640",3206,1098,6
"codex_24641",3172,1903,5
"codex_24642",3183,1713,9
"codex_24643",3206,1139,6
"codex_24644",3193,1423,10
"codex_24645",3175,1972,5
"codex_24646",3207,1205,7
"codex_24647",3193,1499,11
"codex_24648",3209,1046,5
"codex_24649",3207,1286,5
"codex_24650",3206,1347,7
"codex_24651",3213,1027,5
"codex_24652",3199,1556,9
"codex_24653",3199,1597,7
"codex_24654",3181,1930,5
"codex_24655",3200,1883,11
"codex_24656",3211,1260,6
"codex_24657",3199,1754,10
"codex_24658",3212,1296,5
"codex_24659",3189,1574,7
"codex_24660",3187,1643,11
"codex_24661",3199,1853,10
"codex_24662",3211,1382,10
"codex_24663",3219,1118,10
"codex_24664",3194,1985,10
"codex_24665",3208,1524,6
"codex_24666",3223,1026,10
"codex_24667",3224,1092,10
"codex_24668",3216,1441,6
"codex_24669",3230,1070,5
"codex_24670",3197,1787,10
"codex_24671",3222,1336,11
"codex_24672",3224,1227,6
"codex_24673",3216,1643,7
"codex_24674",3215,1732,11
"codex_24675",3234,1043,11
"codex_24676",3198,1901,8
"codex_24677",3226,1388,7
"codex_24678",3198,1946,6
"codex_24679",3215,1810,11
"codex_24680",3217,1834,10
"codex_24681",3217,1861,6
"codex_24682",3205,1977,5
"codex_24683",3233,1283,11
"codex_24684",3221,1772,10
"codex_24685",3198,2010,6
"codex_24686",3230,1599,11
"codex_24687",3224,1476,6
"codex_24688",3242,1305,6
"codex_24689",3244,1179,11
"codex_24690",3223,1680,9
"codex_24691",3203,1921,11
"codex_24692",3227,1793,6
"codex_24693",3219,1954,10
"codex_24694",3225,1499,10
"codex_24695",3245,1450,10
"codex_24696",3247,1109,5
"codex_24697",3251,1094,6
"codex_24698",3248,1141,10
"codex_24699",3254,1010,5
"codex_24700",3255,1027,6
"codex_24701",3246,1217,9
"codex_24702",3237,1551,10
"codex_24703",3250,1572,9
"codex_24704",3228,1900,10
"codex_24705",3244,1622,7
"codex_24706",3244,1639,10
"codex_24707",3252,1345,9
"codex_24708",3242,1872,9
"codex_24709",3225,1998,6
"codex_24710",3247,1466,6
"codex_24711",3253,1520,10
"codex_24712",3216,1895,5
"codex_24713",3238,1653,10
"codex_24714",3247,1804,6
"codex_24715",3242,1993,5
"codex_24716",3253,1912,11
"codex_24717",3270,1069,9
"codex_24718",3246,1706,10
"codex_24719",3263,1210,6
"codex_24720",3261,1409,9
"codex_24721",3274,1128,6
"codex_24722",3275,1176,9
"codex_24723",3268,1451,8
"codex_24724",3269,1256,6
"codex_24725",3279,1104,7
"codex_24726",3274,1499,7
"codex_24727",3270,1529,11
"codex_24728",3281,1094,9
"codex_24729",3272,1329,7
"codex_24730",3267,1644,11
"codex_24731",3243,1927,11
"codex_24732",3266,1282,9
"codex_24733",3278,1157,6
"codex_24734",3256,1942,10
"codex_24735",3258,1615,10
"codex_24736",3272,1486,11
"codex_24737",3281,1366,10
"codex_24738",3279,1590,10
"codex_24739",3271,1801,9
"codex_24740",3254,1743,9
"codex_24741",3282,1532,9
"codex_24742",3291,1140,9
"codex_24743",3279,1872,5
"codex_24744",3276,1436,10
"codex_24745",3264,1781,10
"codex_24746",3293,1107,11
"codex_24747",3262,1980,10
"codex_24748",3254,1955,5
"codex_24749",3289,1238,10
"codex_24750",3272,1901,6
"codex_24751",3294,1267,9
"codex_24752",3289,1456,10
"codex_24753",3302,1290,8
"codex_24754",3270,1951,5
"codex_24755",3278,1817,9
"codex_24756",3304,1135,6
"codex_24757",3285,1565,11
"codex_24758",3284,1692,10
"codex_24759",3311,1051,6
"codex_24760",3300,1497,11
"codex_24761",3293,1581,7
"codex_24762",3296,1316,11
"codex_24763",3283,1851,11
"codex_24764",3318,1027,10
"codex_24765",3309,1224,7
"codex_24766",3306,1836,10
"codex_24767",3304,1825,10
"codex_24768",3316,1542,9
"codex_24769",3303,1915,11
"codex_24770",3304,1858,5
"codex_24771",3285,1928,5
"codex_24772",3285,1956,11
"codex_24773",3313,1373,10
"codex_24774",3317,1235,6
"codex_24775",3317,1326,10
"codex_24776",3330,1086,9
"codex_24777",3325,1256,10
"codex_24778",3290,1882,11
"codex_24779",3331,1128,9
"codex_24780",3308,1723,10
"codex_24781",3329,1425,10
"codex_24782",3313,1488,6
"codex_24783",3326,1225,11
"codex_24784",3307,1984,9
"codex_24785",3321,1781,9
"codex_24786",3320,1594,10
"codex_24787",3311,1614,11
"codex_24788",3321,1864,11
"codex_24789",3311,1893,5
"codex_24790",3319,1954,10
"codex_24791",3336,1695,10
"codex_24792",3324,2001,10
"codex_24793",3349,1032,11
"codex_24794",3327,1659,10
"codex_24795",3339,1397,11
"codex_24796",3325,1920,5
"codex_24797",3336,1879,9
"codex_24798",3351,1061,9
"codex_24799",3348,1355,10
"codex_24800",3348,1481,9
"codex_24801",3353,1196,10
"codex_24802",3334,1840,11
"codex_24803",3356,1130,9
"codex_24804",3339,1511,11
"codex_24805",3342,1730,11
"codex_24806",3340,1644,10
"codex_24807",3347,1326,9
"codex_24808",3332,1971,6
"codex_24809",3358,1387,11
"codex_24810",3361,1248,10
"codex_24811",3344,1427,7
"codex_24812",3359,1568,10
"codex_24813",3346,1857,11
"codex_24814",3339,1899,6
"codex_24815",3359,1629,10
"codex_24816",3370,1277,11
"codex_24817",3370,1456,10
"codex_24818",3366,1412,6
"codex_24819",3351,1955,10
"codex_24820",3345,1929,10
"codex_24821",3348,1980,10
"codex_24822",3369,1590,6
"codex_24823",3358,1991,5
"codex_24824",3361,1775,11
"codex_24825",3385,1022,10
"codex_24826",3368,1398,10
"codex_24827",3388,1064,10
"codex_24828",3386,1129,10
"codex_24829",3385,1201,10
"codex_24830",3364,1832,10
"codex_24831",3378,1354,9
"codex_24832",3382,1299,7
"codex_24833",3384,1633,10
"codex_24834",3394,1087,9
"codex_24835",3390,1485,10
"codex_24836",3387,1526,9
"codex_24837",3377,1925,10
"codex_24838",3395,1404,6
"codex_24839",3367,1882,9
"codex_24840",3367,1892,6
"codex_24841",3379,1944,6
"codex_24842",3392,1378,9
"codex_24843",3404,1097,11
"codex_24844",3404,1169,9
"codex_24845",3401,1143,7
"codex_24846",3401,1159,9
"codex_24847",3375,1989,6
"codex_24848",3392,1612,11
"codex_24849",3396,1690,10
"codex_24850",3381,1796,10
"codex_24851",3388,1968,11
"codex_24852",3396,1742,10
"codex_24853",3408,1310,9
"codex_24854",3412,1130,9
"codex_24855",3415,1172,10
"codex_24856",3398,1891,11
"codex_24857",3406,1199,6
"codex_24858",3391,1573,6
"codex_24859",3415,1244,6
"codex_24860",3376,1866,11
"codex_24861",3411,1392,7
"codex_24862",3404,1846,9
"codex_24863",3421,1266,10
"codex_24864",3391,1789,8
"codex_24865",3410,1410,11
"codex_24866",3426,1183,10
"codex_24867",3412,1428,7
"codex_24868",3428,1225,10
"codex_24869",3408,1664,11
"codex_24870",3433,1021,10
"codex_24871",3432,1085,11
"codex_24872",3426,1388,11
"codex_24873",3418,1523,10
"codex_24874",3426,1466,11
"codex_24875",3402,1716,11
"codex_24876",3405,1563,10
"codex_24877",3434,1059,9
"codex_24878",3420,1637,10
"codex_24879",3426,1806,6
"codex_24880",3407,1865,10
"codex_24881",3437,1571,6
"codex_24882",3431,1552,10
"codex_24883",3427,1611,10
"codex_24884",3412,1963,9
"codex_24885",3444,1154,6
"codex_24886",3412,1997,11
"codex_24887",3447,1195,10
"codex_24888",3433,1732,9
"codex_24889",3435,1335,11
"codex_24890",3445,1404,7
"codex_24891",3405,1881,6
"codex_24892",3432,1669,9
"codex_24893",3454,1105,6
"codex_24894",3452,1272,10
"codex_24895",3430,1705,10
"codex_24896",3445,1753,10
"codex_24897",3441,1552,6
"codex_24898",3436,1785,6
"codex_24899",3444,1582,6
"codex_24900",3448,1823,11
"codex_24901",3454,1702,7
"codex_24902",3444,1647,9
"codex_24903",3448,1875,10
"codex_24904",3447,1941,7
"codex_24905",3466,1053,11
"codex_24906",3453,1490,6
"codex_24907",3465,1108,10
"codex_24908",3442,1704,11
"codex_24909",3427,1887,9
"codex_24910",3427,1899,10
"codex_24911",3446,1504,10
"codex_24912",3452,1909,6
"codex_24913",3438,1999,11
"codex_24914",3429,1840,7
"codex_24915",3470,1023,6
"codex_24916",3458,1334,9
"codex_24917",3470,1154,9
"codex_24918",3472,1241,10
"codex_24919",3450,1806,7
"codex_24920",3472,1295,7
"codex_24921",3464,1627,7
"codex_24922",3468,1260,8
"codex_24923",3459,1555,10
"codex_24924",3466,1594,9
"codex_24925",3455,1919,11
"codex_24926",3462,1534,6
"codex_24927",3479,1356,10
"codex_24928",3484,1145,11
"codex_24929",3484,1216,6
"codex_24930",3469,1770,6
"codex_24931",3486,1295,11
"codex_24932",3471,1443,10
"codex_24933",3474,1809,10
"codex_24934",3488,1061,9
"codex_24935",3470,1685,11
"codex_24936",3495,1015,11
"codex_24937",3484,1567,11
"codex_24938",3473,1876,10
"codex_24939",3494,1246,6
"codex_24940",3491,1837,11
"codex_24941",3500,1357,8
"codex_24942",3504,1127,11
"codex_24943",3493,1513,10
"codex_24944",3471,1857,6
"codex_24945",3486,1804,5
"codex_24946",3497,1095,11
"codex_24947",3482,1486,6
"codex_24948",3490,1628,11
"codex_24949",3504,1416,10
"codex_24950",3477,1632,11
"codex_24951",3506,1270,10
"codex_24952",3485,1860,10
"codex_24953",3485,1887,11
"codex_24954",3482,1724,9
"codex_24955",3498,1775,6
"codex_24956",3504,1925,6
"codex_24957",3512,1228,11
"codex_24958",3502,1584,6
"codex_24959",3497,1551,6
"codex_24960",3494,1924,9
"codex_24961",3494,1980,6
"codex_24962",3506,1624,8
"codex_24963",3511,1202,8
"codex_24964",3523,1094,10
"codex_24965",3516,1274,11
"codex_24966",3506,1688,9
"codex_24967",3496,1750,10
"codex_24968",3502,1724,11
"codex_24969",3515,1418,5
"codex_24970",3475,1960,9
"codex_24971",3481,1991,10
"codex_24972",3517,1390,10
"codex_24973",3507,1549,10
"codex_24974",3524,1360,10
"codex_24975",3483,1647,10
"codex_24976",3528,1066,6
"codex_24977",3500,1864,9
"codex_24978",3518,1310,7
"codex_24979",3512,1478,11
"codex_24980",3521,1206,11
"codex_24981",3524,1585,11
"codex_24982",3525,1163,10
"codex_24983",3526,1120,8
"codex_24984",3535,1259,10
"codex_24985",3524,1816,8
"codex_24986",3525,1436,10
"codex_24987",3518,1624,6
"codex_24988",3535,1470,9
"codex_24989",3507,1807,10
"codex_24990",3517,1728,7
"codex_24991",3542,1020,7
"codex_24992",3534,1292,6
"codex_24993",3539,1346,10
"codex_24994",3548,1031,10
"codex_24995",3536,1399,10
"codex_24996",3509,1947,9
"codex_24997",3543,1221,6
"codex_24998",3540,1568,11
"codex_24999",3523,1991,9
"codex_25000",3552,1094,6
"codex_25001",3542,1540,10
"codex_25002",3547,1858,11
"codex_25003",3536,1878,10
"codex_25004",3555,1182,6
"codex_25005",3531,1912,9
"codex_25006",3544,1773,7
"codex_25007",3559,1054,10
"codex_25008",3521,1642,10
"codex_25009",3563,1021,6
"codex_25010",3538,1676,11
"codex_25011",3559,1281,6
"codex_25012",3546,1964,11
"codex_25013",3565,1150,10
"codex_25014",3547,1976,11
"codex_25015",3558,1292,11
"codex_25016",3560,1437,9
"codex_25017",3558,1413,7
"codex_25018",3566,1202,11
"codex_25019",3537,1937,11
"codex_25020",3551,1788,11
"codex_25021",3558,1640,9
"codex_25022",3576,1164,6
"codex_25023",3581,1042,10
"codex_25024",3582,1097,10
"codex_25025",3568,1496,9
"codex_25026",3564,1464,6
"codex_25027",3557,1747,10
"codex_25028",3556,1829,10
"codex_25029",3548,1708,10
"codex_25030",3565,1619,10
"codex_25031",3587,1017,7
"codex_25032",3575,1257,10
"codex_25033",3568,1781,10
"codex_25034",3577,1347,6
"codex_25035",3578,1552,10
"codex_25036",3588,1179,10
"codex_25037",3582,1324,10
"codex_25038",3572,1585,10
"codex_25039",3553,2009,10
"codex_25040",3568,1941,8
"codex_25041",3580,1534,10
"codex_25042",3574,1668,11
"codex_25043",3574,1696,6
"codex_25044",3564,1874,6
"codex_25045",3596,1066,10
"codex_25046",3579,1761,5
"codex_25047",3587,1803,11
"codex_25048",3585,1919,11
"codex_25049",3587,1893,9
"codex_25050",3577,1979,6
"codex_25051",3584,1951,9
"codex_25052",3583,1638,10
"codex_25053",3594,1291,11
"codex_25054",3600,1121,10
"codex_25055",3593,1399,11
"codex_25056",3602,1210,11
"codex_25057",3583,1858,7
"codex_25058",3590,1471,6
"codex_25059",3586,1442,10
"codex_25060",3596,1385,8
"codex_25061",3606,1261,9
"codex_25062",3598,1610,11
"codex_25063",3602,1363,9
"codex_25064",3593,1761,10
"codex_25065",3609,1459,7
"codex_25066",3619,1069,11
"codex_25067",3595,1589,6
"codex_25068",3615,1046,6
"codex_25069",3618,1180,10
"codex_25070",3602,1561,11
"codex_25071",3591,1827,11
"codex_25072",3622,1521,10
"codex_25073",3624,1141,9
"codex_25074",3620,1396,9
"codex_25075",3614,1924,10
"codex_25076",3624,1583,10
"codex_25077",3618,1627,10
"codex_25078",3605,1579,6
"codex_25079",3639,1096,9
"codex_25080",3632,1246,6
"codex_25081",3628,1233,9
"codex_25082",3622,1824,9
"codex_25083",3637,1281,6
"codex_25084",3610,1727,8
"codex_25085",3642,1047,10
"codex_25086",3621,1800,9
"codex_25087",3630,1335,7
"codex_25088",3605,1676,10
"codex_25089",3619,1750,10
"codex_25090",3630,1432,11
"codex_25091",3631,1451,9
"codex_25092",3640,1206,11
"codex_25093",3641,1356,11
"codex_25094",3623,1556,10
"codex_25095",3643,1513,8
"codex_25096",3647,1306,9
"codex_25097",3649,1177,11
"codex_25098",3621,1972,10
"codex_25099",3636,1830,10
"codex_25100",3650,1319,7
"codex_25101",3633,1527,10
"codex_25102",3628,1955,11
"codex_25103",3629,1849,9
"codex_25104",3635,1885,9
"codex_25105",3659,1043,9
"codex_25106",3647,1439,11
"codex_25107",3641,1724,7
"codex_25108",3649,1577,7
"codex_25109",3656,1243,11
"codex_25110",3656,1330,10
"codex_25111",3658,1422,7
"codex_25112",3662,1266,10
"codex_25113",3673,1173,7
"codex_25114",3646,1621,10
"codex_25115",3646,1662,10
"codex_25116",3649,1925,6
"codex_25117",3671,1134,10
"codex_25118",3660,1698,9
"codex_25119",3666,1591,11
"codex_25120",3633,2006,11
"codex_25121",3653,1639,7
"codex_25122",3672,1208,10
"codex_25123",3665,1473,9
"codex_25124",3675,1305,11
"codex_25125",3652,2009,6
"codex_25126",3683,1026,9
"codex_25127",3659,1956,9
"codex_25128",3646,1976,6
"codex_25129",3682,1273,10
"codex_25130",3685,1354,9
"codex_25131",3654,1773,10
"codex_25132",3680,1478,6
"codex_25133",3675,1831,6
"codex_25134",3682,1399,10
"codex_25135",3699,1015,7
"codex_25136",3699,1088,9
"codex_25137",3692,1630,7
"codex_25138",3695,1475,11
"codex_25139",3682,1554,9
"codex_25140",3703,1025,9
"codex_25141",3683,1927,9
"codex_25142",3683,1940,6
"codex_25143",3694,1439,11
"codex_25144",3691,1739,6
"codex_25145",3676,1628,10
"codex_25146",3684,1505,10
"codex_25147",3681,1708,10
"codex_25148",3692,1766,9
"codex_25149",3706,1324,11
"codex_25150",3715,1131,10
"codex_25151",3696,1749,7
"codex_25152",3708,1253,10
"codex_25153",3708,1368,11
"codex_25154",3679,1860,9
"codex_25155",3704,1733,10
"codex_25156",3718,1195,7
"codex_25157",3719,1100,9
"codex_25158",3722,1205,10
"codex_25159",3717,1296,10
"codex_25160",3718,1533,9
"codex_25161",3706,1809,6
"codex_25162",3705,1910,11
"codex_25163",3721,1232,9
"codex_25164",3699,1720,10
"codex_25165",3707,1610,10
"codex_25166",3724,1399,10
"codex_25167",3700,1871,9
"codex_25168",3724,1426,6
"codex_25169",3733,1161,9
"codex_25170",3714,1663,9
"codex_25171",3713,1465,9
"codex_25172",3709,1889,6
"codex_25173",3733,1229,6
"codex_25174",3724,1582,10
"codex_25175",3738,1045,9
"codex_25176",3717,1921,9
"codex_25177",3740,1012,10
"codex_25178",3699,1889,10
"codex_25179",3718,1878,9
"codex_25180",3737,1286,10
"codex_25181",3701,1962,9
"codex_25182",3701,1991,6
"codex_25183",3720,1603,8
"codex_25184",3725,1691,12
"codex_25185",3725,1713,10
"codex_25186",3743,1183,10
"codex_25187",3739,1457,10
"codex_25188",3742,1121,9
"codex_25189",3747,1083,11
"codex_25190",3720,1765,7
"codex_25191",3726,1801,10
"codex_25192",3742,1372,9
"codex_25193",3714,2006,9
"codex_25194",3723,1837,10
"codex_25195",3744,1574,9
"codex_25196",3757,1062,11
"codex_25197",3745,1587,6
"codex_25198",3754,1265,9
"codex_25199",3746,1495,10
"codex_25200",3751,1418,10
"codex_25201",3746,1531,9
"codex_25202",3760,1316,10
"codex_25203",3733,1822,5
"codex_25204",3738,1858,6
"codex_25205",3754,1640,10
"codex_25206",3759,1407,10
"codex_25207",3730,1977,9
"codex_25208",3747,1625,6
"codex_25209",3766,1125,11
"codex_25210",3767,1144,11
"codex_25211",3768,1228,10
"codex_25212",3749,1713,5
"codex_25213",3777,1086,9
"codex_25214",3757,1724,11
"codex_25215",3755,1295,11
"codex_25216",3746,1771,10
"codex_25217",3744,1783,7
"codex_25218",3761,1342,10
"codex_25219",3779,1037,10
"codex_25220",3766,1868,6
"codex_25221",3775,1303,11
"codex_25222",3768,1605,10
"codex_25223",3769,1472,9
"codex_25224",3759,1889,10
"codex_25225",3769,1571,11
"codex_25226",3750,1968,10
"codex_25227",3763,1823,6
"codex_25228",3763,2007,9
"codex_25229",3761,1678,9
"codex_25230",3783,1181,10
"codex_25231",3792,1155,6
"codex_25232",3793,1238,10
"codex_25233",3761,1924,10
"codex_25234",3771,1756,9
"codex_25235",3792,1335,10
"codex_25236",3785,1356,10
"codex_25237",3797,1272,10
"codex_25238",3784,1541,11
"codex_25239",3788,1704,11
"codex_25240",3798,1215,10
"codex_25241",3796,1501,10
"codex_25242",3790,1512,9
"codex_25243",3799,1165,10
"codex_25244",3784,1802,10
"codex_25245",3799,1469,11
"codex_25246",3789,1666,10
"codex_25247",3796,1750,6
"codex_25248",3784,1957,9
"codex_25249",3800,1353,8
"codex_25250",3807,1060,9
"codex_25251",3799,1624,9
"codex_25252",3789,1823,6
"codex_25253",3781,1428,10
"codex_25254",3779,1897,11
"codex_25255",3804,1185,9
"codex_25256",3815,1023,9
"codex_25257",3810,1128,10
"codex_25258",3800,1577,7
"codex_25259",3818,1083,9
"codex_25260",3797,1771,10
"codex_25261",3775,1857,11
"codex_25262",3798,1877,9
"codex_25263",3798,1923,10
"codex_25264",3816,1275,10
"codex_25265",3820,1327,9
"codex_25266",3827,1229,9
"codex_25267",3808,1803,5
"codex_25268",3807,1832,11
"codex_25269",3810,1843,11
"codex_25270",3826,1452,9
"codex_25271",3818,1399,9
"codex_25272",3829,1368,11
"codex_25273",3839,1204,11
"codex_25274",3827,1699,8
"codex_25275",3805,1988,10
"codex_25276",3820,1858,5
"codex_25277",3833,1486,11
"codex_25278",3828,1605,10
"codex_25279",3829,1538,9
