"","x","y","z"
"codex_25280",3840,1105,10
"codex_25281",3830,1762,10
"codex_25282",3831,1289,11
"codex_25283",3849,1048,10
"codex_25284",3851,1018,6
"codex_25285",3848,1140,9
"codex_25286",3847,1657,9
"codex_25287",3850,1415,9
"codex_25288",3853,1304,10
"codex_25289",3835,1860,11
"codex_25290",3825,1976,9
"codex_25291",3860,1167,10
"codex_25292",3839,1834,9
"codex_25293",3859,1252,11
"codex_25294",3866,1076,9
"codex_25295",3854,1277,11
"codex_25296",3866,1487,9
"codex_25297",3856,1611,10
"codex_25298",3841,1801,5
"codex_25299",3845,1877,9
"codex_25300",3845,1923,9
"codex_25301",3855,1547,11
"codex_25302",3878,1016,10
"codex_25303",3870,1203,10
"codex_25304",3875,1530,9
"codex_25305",3855,1744,10
"codex_25306",3857,1911,10
"codex_25307",3876,1824,10
"codex_25308",3887,1052,9
"codex_25309",3862,1759,9
"codex_25310",3862,1775,10
"codex_25311",3865,1970,9
"codex_25312",3885,1609,10
"codex_25313",3884,1246,9
"codex_25314",3883,1771,7
"codex_25315",3897,1162,9
"codex_25316",3887,1562,10
"codex_25317",3877,1632,11
"codex_25318",3887,1577,7
"codex_25319",3869,1910,9
"codex_25320",3882,1347,9
"codex_25321",3893,1370,9
"codex_25322",3901,1075,7
"codex_25323",3885,1726,6
"codex_25324",3903,1214,8
"codex_25325",3864,1940,10
"codex_25326",3893,1623,8
"codex_25327",3884,1654,10
"codex_25328",3897,1315,10
"codex_25329",3909,1030,9
"codex_25330",3894,1468,10
"codex_25331",3910,1085,10
"codex_25332",3901,1282,10
"codex_25333",3891,1957,5
"codex_25334",3914,1213,11
"codex_25335",3882,1913,11
"codex_25336",3905,1266,6
"codex_25337",3892,1336,7
"codex_25338",3909,1487,9
"codex_25339",3909,1521,11
"codex_25340",3904,1365,11
"codex_25341",3922,1189,10
"codex_25342",3903,1689,10
"codex_25343",3912,1394,9
"codex_25344",3892,1705,11
"codex_25345",3920,1449,11
"codex_25346",3901,1746,11
"codex_25347",3905,1545,10
"codex_25348",3907,1810,7
"codex_25349",3909,1820,10
"codex_25350",3901,1792,11
"codex_25351",3892,1833,7
"codex_25352",3919,1582,10
"codex_25353",3924,1160,11
"codex_25354",3932,1226,9
"codex_25355",3934,1035,7
"codex_25356",3907,1922,9
"codex_25357",3917,1758,6
"codex_25358",3921,1346,9
"codex_25359",3910,1950,9
"codex_25360",3908,1858,9
"codex_25361",3925,1701,5
"codex_25362",3895,1989,6
"codex_25363",3932,1344,9
"codex_25364",3927,1913,10
"codex_25365",3938,1373,10
"codex_25366",3948,1140,8
"codex_25367",3936,1294,10
"codex_25368",3930,1714,10
"codex_25369",3939,1214,5
"codex_25370",3928,1611,10
"codex_25371",3946,1255,9
"codex_25372",3946,1280,6
"codex_25373",3921,1859,8
"codex_25374",3956,1152,7
"codex_25375",3932,1826,6
"codex_25376",3936,1479,8
"codex_25377",3957,1197,10
"codex_25378",3953,1312,6
"codex_25379",3956,1257,10
"codex_25380",3946,1417,9
"codex_25381",3923,1982,9
"codex_25382",3961,1062,9
"codex_25383",3939,1764,7
"codex_25384",3939,1800,9
"codex_25385",3954,1583,10
"codex_25386",3936,1874,10
"codex_25387",3967,1214,10
"codex_25388",3952,1486,9
"codex_25389",3972,1119,10
"codex_25390",3953,1912,7
"codex_25391",3954,1940,9
"codex_25392",3945,1542,9
"codex_25393",3969,1161,10
"codex_25394",3977,1084,9
"codex_25395",3951,1891,6
"codex_25396",3970,1296,5
"codex_25397",3973,1391,10
"codex_25398",3957,1660,8
"codex_25399",3957,1695,10
"codex_25400",3984,1033,9
"codex_25401",3960,1738,10
"codex_25402",3984,1327,6
"codex_25403",3952,1719,11
"codex_25404",3974,1725,10
"codex_25405",3989,1172,10
"codex_25406",3979,1221,6
"codex_25407",3988,1077,6
"codex_25408",3978,1537,9
"codex_25409",3992,1018,10
"codex_25410",3983,1651,5
"codex_25411",3988,1284,10
"codex_25412",3972,1984,6
"codex_25413",3977,1680,6
"codex_25414",3986,1622,10
"codex_25415",3999,1203,9
"codex_25416",3985,1367,10
"codex_25417",3996,1436,9
"codex_25418",4011,1024,6
"codex_25419",3993,1404,9
"codex_25420",4010,1253,9
"codex_25421",3993,1501,9
"codex_25422",4013,1065,9
"codex_25423",3998,1806,9
"codex_25424",3994,1844,8
"codex_25425",3996,1868,9
"codex_25426",4001,1904,10
"codex_25427",4019,1093,9
"codex_25428",3992,1954,5
"codex_25429",4000,1780,9
"codex_25430",4012,1328,9
"codex_25431",4003,1554,9
"codex_25432",4020,1524,11
"codex_25433",4022,1137,10
"codex_25434",4002,1945,10
"codex_25435",4020,1665,6
"codex_25436",4005,1758,9
"codex_25437",4014,1955,7
"codex_25438",4022,1839,11
"codex_25439",2688,2195,4
"codex_25440",2698,2077,11
"codex_25441",2691,2240,11
"codex_25442",2702,2038,10
"codex_25443",2691,2289,10
"codex_25444",2694,2334,10
"codex_25445",2704,2110,10
"codex_25446",2701,2213,8
"codex_25447",2688,2577,10
"codex_25448",2695,2398,7
"codex_25449",2708,2120,8
"codex_25450",2692,2469,5
"codex_25451",2711,2057,3
"codex_25452",2701,2286,7
"codex_25453",2713,2069,8
"codex_25454",2691,2764,8
"codex_25455",2713,2319,8
"codex_25456",2686,2856,11
"codex_25457",2701,2557,11
"codex_25458",2704,2445,5
"codex_25459",2692,3014,8
"codex_25460",2700,2619,5
"codex_25461",2711,2419,8
"codex_25462",2709,2522,10
"codex_25463",2702,2632,4
"codex_25464",2708,2546,4
"codex_25465",2696,2668,4
"codex_25466",2718,2134,5
"codex_25467",2699,2710,10
"codex_25468",2720,2151,7
"codex_25469",2695,2899,8
"codex_25470",2720,2233,7
"codex_25471",2696,2738,8
"codex_25472",2709,2579,7
"codex_25473",2708,2590,10
"codex_25474",2711,2686,4
"codex_25475",2720,2360,3
"codex_25476",2714,2788,11
"codex_25477",2699,2937,8
"codex_25478",2699,3003,8
"codex_25479",2694,2976,11
"codex_25480",2721,2192,8
"codex_25481",2729,2021,7
"codex_25482",2702,2854,5
"codex_25483",2706,2807,7
"codex_25484",2714,2899,7
"codex_25485",2706,2879,4
"codex_25486",2720,2604,8
"codex_25487",2722,2495,8
"codex_25488",2726,2446,7
"codex_25489",2727,2462,10
"codex_25490",2739,2251,7
"codex_25491",2742,2049,10
"codex_25492",2734,2095,8
"codex_25493",2728,2292,11
"codex_25494",2739,2373,8
"codex_25495",2743,2195,8
"codex_25496",2731,2603,4
"codex_25497",2721,2639,10
"codex_25498",2731,2711,10
"codex_25499",2741,2064,7
"codex_25500",2748,2210,11
"codex_25501",2727,2897,10
"codex_25502",2743,2754,7
"codex_25503",2727,2941,5
"codex_25504",2748,2288,11
"codex_25505",2721,2982,8
"codex_25506",2729,2406,6
"codex_25507",2750,2021,10
"codex_25508",2735,2545,7
"codex_25509",2735,2559,8
"codex_25510",2747,2642,4
"codex_25511",2732,2841,8
"codex_25512",2753,2160,8
"codex_25513",2734,2337,8
"codex_25514",2736,2668,8
"codex_25515",2760,2025,4
"codex_25516",2763,2014,7
"codex_25517",2761,2106,8
"codex_25518",2744,2851,8
"codex_25519",2739,2780,8
"codex_25520",2748,2498,6
"codex_25521",2765,2126,5
"codex_25522",2736,2740,10
"codex_25523",2741,2687,8
"codex_25524",2765,2229,8
"codex_25525",2768,2198,5
"codex_25526",2765,2318,8
"codex_25527",2757,2378,7
"codex_25528",2730,2968,10
"codex_25529",2756,2440,11
"codex_25530",2775,2265,7
"codex_25531",2756,2596,9
"codex_25532",2777,2140,10
"codex_25533",2780,2077,10
"codex_25534",2758,2585,7
"codex_25535",2770,2050,4
"codex_25536",2773,2546,8
"codex_25537",2751,2930,8
"codex_25538",2752,2794,4
"codex_25539",2767,2569,7
"codex_25540",2759,2720,5
"codex_25541",2776,2161,4
"codex_25542",2776,2182,10
"codex_25543",2775,2487,8
"codex_25544",2780,2339,10
"codex_25545",2781,2388,11
"codex_25546",2780,2470,8
"codex_25547",2774,2630,5
"codex_25548",2771,2667,11
"codex_25549",2772,2506,11
"codex_25550",2779,2734,10
"codex_25551",2770,2348,10
"codex_25552",2785,2110,4
"codex_25553",2796,2020,10
"codex_25554",2784,2417,11
"codex_25555",2794,2172,11
"codex_25556",2781,2614,4
"codex_25557",2794,2294,8
"codex_25558",2800,2044,10
"codex_25559",2769,2859,8
"codex_25560",2774,2747,4
"codex_25561",2782,2718,10
"codex_25562",2784,2787,4
"codex_25563",2763,2997,9
"codex_25564",2781,2808,10
"codex_25565",2802,2070,10
"codex_25566",2782,2990,9
"codex_25567",2787,2645,10
"codex_25568",2781,2870,4
"codex_25569",2785,2690,8
"codex_25570",2797,2374,10
"codex_25571",2799,2307,4
"codex_25572",2801,2222,10
"codex_25573",2800,2259,10
"codex_25574",2800,2283,11
"codex_25575",2785,2940,9
"codex_25576",2800,2354,8
"codex_25577",2794,2896,8
"codex_25578",2804,2364,7
"codex_25579",2808,2096,11
"codex_25580",2778,2769,11
"codex_25581",2800,2489,5
"codex_25582",2795,2182,5
"codex_25583",2814,2017,4
"codex_25584",2783,2703,7
"codex_25585",2803,2199,10
"codex_25586",2811,2150,8
"codex_25587",2811,2161,11
"codex_25588",2800,2680,4
"codex_25589",2799,2857,10
"codex_25590",2819,2117,7
"codex_25591",2799,2945,7
"codex_25592",2800,2867,5
"codex_25593",2821,2135,7
"codex_25594",2819,2314,8
"codex_25595",2809,2455,4
"codex_25596",2790,2842,4
"codex_25597",2795,2385,5
"codex_25598",2770,2888,8
"codex_25599",2806,2565,7
"codex_25600",2805,2445,9
"codex_25601",2824,2434,4
"codex_25602",2826,2105,4
"codex_25603",2808,2772,10
"codex_25604",2822,2170,10
"codex_25605",2801,2691,4
"codex_25606",2832,2079,4
"codex_25607",2819,2640,10
"codex_25608",2833,2123,10
"codex_25609",2817,2734,10
"codex_25610",2812,2600,8
"codex_25611",2805,2518,10
"codex_25612",2811,2676,10
"codex_25613",2825,2269,11
"codex_25614",2834,2226,11
"codex_25615",2805,2717,6
"codex_25616",2820,2883,11
"codex_25617",2829,2447,10
"codex_25618",2827,2588,4
"codex_25619",2834,2377,5
"codex_25620",2822,2477,4
"codex_25621",2839,2060,8
"codex_25622",2841,2022,4
"codex_25623",2823,2413,10
"codex_25624",2805,2795,4
"codex_25625",2812,2821,7
"codex_25626",2827,2855,4
"codex_25627",2830,2350,8
"codex_25628",2844,2191,5
"codex_25629",2832,2697,11
"codex_25630",2829,2791,4
"codex_25631",2846,2380,11
"codex_25632",2826,2617,4
"codex_25633",2822,2935,8
"codex_25634",2850,2165,11
"codex_25635",2842,2352,5
"codex_25636",2841,2136,10
"codex_25637",2838,2282,4
"codex_25638",2836,2556,6
"codex_25639",2845,2487,5
"codex_25640",2834,2978,9
"codex_25641",2829,2901,5
"codex_25642",2845,2581,11
"codex_25643",2841,2324,8
"codex_25644",2811,3012,10
"codex_25645",2857,2039,5
"codex_25646",2853,2257,4
"codex_25647",2840,2662,10
"codex_25648",2847,2300,4
"codex_25649",2836,2844,8
"codex_25650",2840,2761,8
"codex_25651",2861,2118,7
"codex_25652",2862,2145,10
"codex_25653",2850,2510,10
"codex_25654",2855,2349,10
"codex_25655",2840,2920,10
"codex_25656",2858,2215,5
"codex_25657",2861,2168,4
"codex_25658",2848,2726,8
"codex_25659",2859,2363,11
"codex_25660",2848,2822,10
"codex_25661",2847,2707,8
"codex_25662",2869,2311,8
"codex_25663",2837,2641,3
"codex_25664",2872,2230,8
"codex_25665",2839,2933,4
"codex_25666",2848,2954,4
"codex_25667",2870,2493,11
"codex_25668",2862,2647,4
"codex_25669",2878,2089,7
"codex_25670",2856,2406,8
"codex_25671",2860,2524,11
"codex_25672",2878,2181,10
"codex_25673",2876,2274,11
"codex_25674",2852,2447,11
"codex_25675",2883,2019,11
"codex_25676",2867,2466,6
"codex_25677",2878,2287,4
"codex_25678",2863,2573,11
"codex_25679",2857,2939,6
"codex_25680",2863,2684,11
"codex_25681",2874,2421,7
"codex_25682",2872,2810,10
"codex_25683",2864,2898,8
"codex_25684",2868,2710,7
"codex_25685",2879,2481,6
"codex_25686",2879,2549,11
"codex_25687",2869,2615,5
"codex_25688",2868,2834,4
"codex_25689",2852,2746,7
"codex_25690",2868,2994,10
"codex_25691",2879,2749,7
"codex_25692",2890,2140,11
"codex_25693",2879,2783,4
"codex_25694",2875,2950,5
"codex_25695",2854,2900,4
"codex_25696",2886,2638,5
"codex_25697",2874,2889,8
"codex_25698",2861,2869,8
"codex_25699",2858,2998,10
"codex_25700",2881,2576,8
"codex_25701",2894,2212,5
"codex_25702",2896,2086,11
"codex_25703",2899,2115,6
"codex_25704",2896,2246,11
"codex_25705",2871,2979,5
"codex_25706",2906,2036,10
"codex_25707",2892,2340,11
"codex_25708",2892,2394,10
"codex_25709",2905,2179,7
"codex_25710",2856,2928,5
"codex_25711",2895,2054,5
"codex_25712",2900,2498,5
"codex_25713",2890,2456,10
"codex_25714",2884,2443,4
"codex_25715",2892,2694,5
"codex_25716",2892,2730,5
"codex_25717",2891,2555,11
"codex_25718",2900,2756,11
"codex_25719",2905,2372,5
"codex_25720",2895,2353,8
"codex_25721",2891,2667,5
"codex_25722",2910,2133,5
"codex_25723",2907,2597,9
"codex_25724",2887,2382,8
"codex_25725",2918,2066,7
"codex_25726",2888,2970,11
"codex_25727",2918,2164,5
"codex_25728",2887,2527,9
"codex_25729",2916,2273,8
"codex_25730",2914,2263,4
"codex_25731",2910,2395,5
"codex_25732",2916,2307,8
"codex_25733",2889,2823,7
"codex_25734",2895,2879,11
"codex_25735",2911,2783,7
"codex_25736",2920,2289,7
"codex_25737",2911,2823,11
"codex_25738",2896,3008,11
"codex_25739",2917,2324,7
"codex_25740",2923,2210,9
"codex_25741",2930,2039,8
"codex_25742",2922,2430,11
"codex_25743",2930,2079,10
"codex_25744",2916,2679,5
"codex_25745",2906,2420,5
"codex_25746",2908,2518,5
"codex_25747",2912,2551,5
"codex_25748",2905,2941,8
"codex_25749",2906,2623,10
"codex_25750",2922,2573,10
"codex_25751",2912,2737,5
"codex_25752",2899,2911,5
"codex_25753",2920,2862,5
"codex_25754",2912,2886,5
"codex_25755",2916,2969,5
"codex_25756",2938,2129,11
"codex_25757",2943,2034,4
"codex_25758",2937,2452,7
"codex_25759",2934,2251,10
"codex_25760",2937,2469,10
"codex_25761",2939,2173,11
"codex_25762",2942,2280,11
"codex_25763",2934,2417,5
"codex_25764",2937,2635,9
"codex_25765",2925,2558,10
"codex_25766",2926,2504,8
"codex_25767",2939,2299,4
"codex_25768",2946,2050,11
"codex_25769",2939,2320,11
"codex_25770",2931,2669,7
"codex_25771",2933,2344,5
"codex_25772",2945,2371,10
"codex_25773",2934,2722,5
"codex_25774",2942,2695,10
"codex_25775",2932,2897,10
"codex_25776",2951,2447,7
"codex_25777",2952,2199,5
"codex_25778",2925,2955,11
"codex_25779",2949,2494,7
"codex_25780",2958,2153,11
"codex_25781",2963,2062,4
"codex_25782",2939,2795,7
"codex_25783",2955,2213,8
"codex_25784",2959,2391,11
"codex_25785",2950,2648,11
"codex_25786",2958,2280,8
"codex_25787",2941,2979,8
"codex_25788",2926,2708,4
"codex_25789",2951,2603,10
"codex_25790",2960,2312,8
"codex_25791",2948,2663,11
"codex_25792",2952,2693,5
"codex_25793",2945,3009,10
"codex_25794",2963,2241,4
"codex_25795",2957,2424,10
"codex_25796",2953,2552,5
"codex_25797",2957,2574,9
"codex_25798",2968,2095,8
"codex_25799",2962,2530,9
"codex_25800",2947,2770,7
"codex_25801",2961,2635,5
"codex_25802",2960,2457,4
"codex_25803",2959,2867,5
"codex_25804",2972,2412,8
"codex_25805",2959,2963,11
"codex_25806",2958,2666,11
"codex_25807",2978,2039,3
"codex_25808",2947,2920,10
"codex_25809",2956,2785,11
"codex_25810",2957,2718,11
"codex_25811",2982,2022,8
"codex_25812",2973,2355,8
"codex_25813",2953,2880,10
"codex_25814",2985,2053,11
"codex_25815",2981,2091,4
"codex_25816",2983,2158,8
"codex_25817",2984,2229,6
"codex_25818",2961,2939,10
"codex_25819",2953,2977,11
"codex_25820",2961,2995,7
"codex_25821",2986,2130,7
"codex_25822",2960,2847,4
"codex_25823",2981,2375,11
"codex_25824",2977,2207,11
"codex_25825",2975,2521,10
"codex_25826",2962,2749,5
"codex_25827",2997,2086,8
"codex_25828",2983,2446,5
"codex_25829",2980,2476,11
"codex_25830",2976,2746,11
"codex_25831",2993,2313,11
"codex_25832",2975,2868,11
"codex_25833",2988,2183,4
"codex_25834",3001,2043,8
"codex_25835",2982,2930,8
"codex_25836",2983,2639,8
"codex_25837",2993,2558,11
"codex_25838",2974,2792,7
"codex_25839",2999,2260,11
"codex_25840",2964,2818,8
"codex_25841",2978,2610,7
"codex_25842",3004,2060,2
"codex_25843",2978,2665,6
"codex_25844",2985,2717,10
"codex_25845",2999,2368,11
"codex_25846",2991,2398,11
"codex_25847",3001,2197,11
"codex_25848",2988,2279,11
"codex_25849",3002,2173,5
"codex_25850",3007,2272,4
"codex_25851",3005,2119,5
"codex_25852",3010,2324,10
"codex_25853",3006,2384,6
"codex_25854",3004,2297,3
"codex_25855",2987,2761,4
"codex_25856",3005,2239,5
"codex_25857",2979,2954,5
"codex_25858",2998,2797,11
"codex_25859",3002,2578,11
"codex_25860",3002,2605,4
"codex_25861",3010,2529,10
"codex_25862",2990,2497,5
"codex_25863",3002,2672,11
"codex_25864",2990,2538,5
"codex_25865",3014,2403,8
"codex_25866",3017,2348,10
"codex_25867",3014,2474,10
"codex_25868",2987,2971,11
"codex_25869",2988,2889,10
"codex_25870",2990,2696,11
"codex_25871",2998,2856,8
"codex_25872",3025,2101,5
"codex_25873",3016,2516,11
"codex_25874",3012,2692,8
"codex_25875",3001,2942,6
"codex_25876",3021,2285,10
"codex_25877",3015,2424,11
"codex_25878",3027,2049,4
"codex_25879",2997,2826,5
"codex_25880",3027,2142,5
"codex_25881",3019,2646,7
"codex_25882",3021,2336,7
"codex_25883",3016,2821,11
"codex_25884",3034,2020,8
"codex_25885",3024,2201,11
"codex_25886",3018,2635,10
"codex_25887",3032,2169,7
"codex_25888",3008,2746,3
"codex_25889",3008,2867,11
"codex_25890",3018,2900,10
"codex_25891",3036,2188,11
"codex_25892",3028,2243,5
"codex_25893",3008,2899,7
"codex_25894",3039,2387,11
"codex_25895",3020,2774,4
"codex_25896",3027,2500,5
"codex_25897",3044,2281,5
"codex_25898",3023,2664,10
"codex_25899",3009,2856,4
"codex_25900",3036,2532,5
"codex_25901",3036,2575,10
"codex_25902",3046,2145,4
"codex_25903",3041,2318,11
"codex_25904",3030,2513,7
"codex_25905",3025,2971,5
"codex_25906",3031,2609,10
"codex_25907",3053,2049,10
"codex_25908",3031,2689,4
"codex_25909",3046,2359,10
"codex_25910",3029,2910,8
"codex_25911",3048,2207,4
"codex_25912",3034,2479,11
"codex_25913",3048,2226,10
"codex_25914",3055,2025,10
"codex_25915",3055,2036,4
"codex_25916",3022,2997,8
"codex_25917",3046,2656,11
"codex_25918",3043,2413,5
"codex_25919",3058,2155,10
"codex_25920",3030,2794,10
"codex_25921",3064,2110,7
"codex_25922",3041,2817,3
"codex_25923",3043,2691,8
"codex_25924",3048,2460,10
"codex_25925",3052,2424,11
"codex_25926",3062,2256,11
"codex_25927",3035,2739,4
"codex_25928",3053,2620,4
"codex_25929",3046,2905,4
"codex_25930",3050,2594,7
"codex_25931",3060,2184,11
"codex_25932",3055,2335,5
"codex_25933",3051,2929,8
"codex_25934",3070,2177,8
"codex_25935",3061,2697,8
"codex_25936",3070,2311,11
"codex_25937",3071,2232,4
"codex_25938",3070,2322,7
"codex_25939",3060,2409,10
"codex_25940",3052,2502,11
"codex_25941",3048,2537,10
"codex_25942",3071,2498,5
"codex_25943",3068,2288,5
"codex_25944",3077,2056,5
"codex_25945",3071,2591,5
"codex_25946",3074,2468,5
"codex_25947",3064,2481,11
"codex_25948",3064,2553,5
"codex_25949",3058,2738,5
"codex_25950",3045,2764,11
"codex_25951",3045,2833,4
"codex_25952",3059,2543,5
"codex_25953",3072,2374,4
"codex_25954",3087,2105,7
"codex_25955",3075,2431,5
"codex_25956",3070,2716,11
"codex_25957",3065,2808,10
"codex_25958",3058,2986,7
"codex_25959",3071,2658,7
"codex_25960",3071,2671,9
"codex_25961",3085,2352,5
"codex_25962",3087,2576,7
"codex_25963",3068,2779,7
"codex_25964",3086,2215,4
"codex_25965",3079,2543,4
"codex_25966",3062,2880,7
"codex_25967",3092,2131,5
"codex_25968",3090,2181,7
"codex_25969",3094,2084,3
"codex_25970",3095,2061,3
"codex_25971",3049,2843,11
"codex_25972",3088,2254,11
"codex_25973",3079,2886,11
"codex_25974",3080,2635,8
"codex_25975",3079,2917,10
"codex_25976",3066,2833,8
"codex_25977",3073,3008,10
"codex_25978",3099,2038,6
"codex_25979",3088,2404,4
"codex_25980",3096,2313,11
"codex_25981",3080,2767,10
"codex_25982",3083,2625,7
"codex_25983",3082,2694,3
"codex_25984",3066,2921,4
"codex_25985",3066,2955,8
"codex_25986",3097,2166,7
"codex_25987",3086,2528,10
"codex_25988",3090,2335,11
"codex_25989",3096,2671,11
"codex_25990",3092,2431,10
"codex_25991",3100,2239,4
"codex_25992",3095,2391,10
"codex_25993",3102,2521,8
"codex_25994",3084,2729,5
"codex_25995",3091,2798,9
"codex_25996",3105,2261,7
"codex_25997",3083,2831,4
"codex_25998",3082,2901,4
"codex_25999",3105,2377,7
"codex_26000",3098,2492,11
"codex_26001",3114,2068,4
"codex_26002",3098,2554,7
"codex_26003",3099,2591,4
"codex_26004",3108,2193,3
"codex_26005",3096,2873,7
"codex_26006",3101,2710,10
"codex_26007",3081,2600,11
"codex_26008",3097,2610,4
"codex_26009",3096,2925,4
"codex_26010",3101,2825,10
"codex_26011",3104,2966,4
"codex_26012",3115,2170,11
"codex_26013",3115,2219,4
"codex_26014",3090,2951,5
"codex_26015",3120,2268,11
"codex_26016",3095,2991,4
"codex_26017",3121,2182,9
"codex_26018",3105,2622,4
"codex_26019",3105,2658,7
"codex_26020",3116,2510,11
"codex_26021",3121,2366,10
"codex_26022",3128,2035,8
"codex_26023",3110,2642,11
"codex_26024",3121,2427,11
"codex_26025",3128,2082,10
"codex_26026",3128,2093,8
"codex_26027",3128,2154,4
"codex_26028",3119,2441,4
"codex_26029",3119,2477,5
"codex_26030",3124,2526,8
"codex_26031",3111,2298,6
"codex_26032",3122,2554,10
"codex_26033",3134,2057,5
"codex_26034",3123,2603,10
"codex_26035",3132,2228,10
"codex_26036",3136,2119,4
"codex_26037",3123,2676,5
"codex_26038",3109,2743,10
"codex_26039",3131,2281,5
"codex_26040",3130,2296,8
"codex_26041",3125,2457,11
"codex_26042",3112,2841,7
"codex_26043",3109,2809,8
"codex_26044",3116,2860,11
"codex_26045",3128,2582,11
"codex_26046",3118,2993,11
"codex_26047",3126,2397,4
"codex_26048",3135,2192,11
"codex_26049",3123,2929,8
