"","blank_Cy3_cyc15","blank_Cy5_cyc15","blank_Cy3_cyc16","blank_Cy5_cyc16"
"codex_90",964.111389160156,190.208465576172,717.509948730469,664.164672851562
"codex_91",387.897552490234,427.787902832031,728.414672851562,586.927001953125
"codex_92",2659.83203125,1569.49279785156,1494.4638671875,1892.27355957031
"codex_93",996.195922851562,607.192687988281,814.505676269531,760.543395996094
"codex_94",1017.24462890625,297.680541992188,616.091430664062,465.686950683594
"codex_95",871.678466796875,834.234436035156,568.600280761719,926.873779296875
"codex_96",1246.5234375,534.027770996094,465.661743164062,811.730041503906
"codex_97",263.106262207031,313.764892578125,557.926696777344,479.31640625
"codex_98",704.811584472656,268.792388916016,620.112915039062,366.863006591797
"codex_99",1515.82885742188,749.547607421875,1320.45837402344,883.234252929688
"codex_100",2612.52758789062,545.682067871094,715.816101074219,952.754211425781
"codex_101",3023.20458984375,242.651519775391,520.555541992188,171.733947753906
"codex_102",1703.25146484375,773.762573242188,952.675048828125,1359.73327636719
"codex_103",2934.2080078125,935.747802734375,986.502990722656,2140.82006835938
"codex_104",514.148620605469,348.439392089844,804.932739257812,511.182189941406
"codex_105",986.50732421875,382.039428710938,802.588684082031,762.994384765625
"codex_106",1517.38500976562,651.275268554688,1058.068359375,586.153747558594
"codex_107",-713.373901367188,-293.632781982422,-148.009384155273,-254.161437988281
"codex_108",1786.95300292969,774.619323730469,1073.50793457031,1035.91027832031
"codex_109",1363.47741699219,153.012084960938,888.881469726562,376.723968505859
"codex_110",1847.75964355469,518.428771972656,930.513549804688,888.74951171875
"codex_111",269.868743896484,302.917724609375,447.614074707031,752.070617675781
"codex_112",920.063171386719,715.108703613281,698.018676757812,1051.2802734375
"codex_113",1756.90747070312,405.926330566406,844.28173828125,386.973358154297
"codex_114",1381.86706542969,816.175598144531,1077.83239746094,1104.38708496094
"codex_115",918.809326171875,124.54222869873,328.349212646484,208.548767089844
"codex_116",1343.42602539062,454.655090332031,1060.28918457031,844.861145019531
"codex_117",2245.40991210938,730.990173339844,1230.41833496094,1222.04797363281
"codex_118",1376.23767089844,822.702331542969,1062.92248535156,1410.61828613281
"codex_119",831.869323730469,233.623687744141,365.481414794922,607.611511230469
"codex_120",931.378723144531,944.561950683594,912.043701171875,1543.97729492188
"codex_121",480.000915527344,391.656188964844,669.293579101562,457.186950683594
"codex_122",1339.19616699219,759.962890625,1024.28088378906,1021.99273681641
"codex_123",134.479354858398,371.919586181641,464.658172607422,719.550903320312
"codex_124",1397.63830566406,678.381774902344,977.690185546875,978.3125
"codex_125",848.698181152344,602.734741210938,801.616638183594,1088.52758789062
"codex_126",435.507263183594,898.816467285156,744.604797363281,1801.6396484375
"codex_127",1180.65100097656,644.313049316406,982.0498046875,793.745910644531
"codex_128",1090.02905273438,155.737731933594,437.188537597656,395.79541015625
"codex_129",1675.64123535156,812.273132324219,1304.7080078125,1246.60681152344
"codex_130",970.838012695312,721.513671875,1097.02209472656,1031.73107910156
"codex_131",1768.18225097656,757.5419921875,1100.26135253906,1193.06555175781
"codex_132",364.743255615234,255.779449462891,409.434722900391,871.829711914062
"codex_133",1642.80651855469,706.086181640625,814.996154785156,960.214416503906
"codex_134",900.609741210938,563.294860839844,504.428344726562,729.605407714844
"codex_135",1487.79809570312,613.668518066406,911.867858886719,1061.4052734375
"codex_136",723.395263671875,475.030853271484,744.716918945312,844.508239746094
"codex_137",1220.17333984375,667.796325683594,916.51611328125,882.284118652344
"codex_138",1097.61547851562,692.76953125,998.196105957031,881.772644042969
"codex_139",779.343383789062,652.075622558594,759.573974609375,1162.7314453125
"codex_140",906.219604492188,237.490936279297,1071.32543945312,464.255798339844
"codex_141",1839.48034667969,880.805053710938,1208.57873535156,1155.17175292969
"codex_142",605.431823730469,574.17724609375,820.891540527344,705.561157226562
"codex_143",3371.421875,665.417663574219,1456.95288085938,1416.74951171875
"codex_144",743.684631347656,585.346557617188,640.019836425781,673.970458984375
"codex_145",170.255584716797,158.456314086914,55.4153823852539,596.181640625
"codex_146",999.203552246094,487.302673339844,731.397705078125,735.451416015625
"codex_147",1163.73095703125,183.445068359375,570.562805175781,688.880004882812
"codex_148",1010.294921875,578.556823730469,703.133911132812,1091.51684570312
"codex_149",540.410400390625,572.296081542969,573.872009277344,1069.84497070312
"codex_150",68.4353942871094,655.059509277344,800.335021972656,606.809875488281
"codex_151",983.196350097656,504.016937255859,923.054992675781,831.554992675781
"codex_152",835.060363769531,229.327987670898,404.755798339844,242.352233886719
"codex_153",294.330230712891,656.284423828125,372.233642578125,1163.96752929688
"codex_154",1348.40600585938,961.045471191406,1289.17419433594,1536.57800292969
"codex_155",653.900756835938,483.943420410156,790.1552734375,831.572143554688
"codex_156",1136.34399414062,448.950103759766,882.632934570312,553.316284179688
"codex_157",515.756225585938,262.111694335938,614.976501464844,495.138000488281
"codex_158",2392.16015625,739.209228515625,1645.11145019531,942.968078613281
"codex_159",2550.92993164062,709.485107421875,1300.18298339844,1202.5849609375
"codex_160",1523.46044921875,618.158508300781,1220.81823730469,1357.38488769531
"codex_161",1107.80578613281,692.44482421875,1039.91687011719,905.906982421875
"codex_162",4241.22998046875,138.709594726562,524.588562011719,772.947570800781
"codex_163",138.658416748047,197.679565429688,710.481567382812,292.616882324219
"codex_164",2489.49951171875,951.9375,1416.84497070312,1216.6376953125
"codex_165",377.393859863281,336.874908447266,391.552642822266,315.983306884766
"codex_166",1451.51892089844,860.0791015625,1157.01635742188,1021.67236328125
"codex_167",1924.60363769531,996.250244140625,1630.26623535156,1921.68347167969
"codex_168",2273.26831054688,626.966369628906,1082.56799316406,819.13037109375
"codex_169",2689.9638671875,784.393859863281,1262.39489746094,1112.35107421875
"codex_170",1639.99011230469,962.659606933594,1482.52734375,1353.28308105469
"codex_171",947.442016601562,778.116088867188,1036.68957519531,1034.70910644531
"codex_172",681.890869140625,229.358840942383,562.197204589844,987.255615234375
"codex_173",978.829528808594,643.2763671875,730.074890136719,1205.26513671875
"codex_174",2170.81567382812,1206.82824707031,1445.33557128906,1815.73718261719
"codex_175",659.496276855469,295.813690185547,763.659851074219,451.672607421875
"codex_176",932.132385253906,618.479858398438,765.586730957031,722.648498535156
"codex_177",1319.22106933594,395.267791748047,877.841857910156,506.814453125
"codex_178",1917.95043945312,745.499389648438,1063.44104003906,1206.67224121094
"codex_179",1204.04418945312,523.310729980469,759.033203125,1037.01135253906
"codex_180",2403.97680664062,767.794616699219,1094.2109375,902.654296875
"codex_181",1969.83947753906,357.52880859375,807.67041015625,402.670349121094
"codex_182",633.256286621094,444.717926025391,573.094909667969,717.481140136719
"codex_183",502.095397949219,202.76237487793,351.324829101562,313.375396728516
"codex_184",846.931945800781,465.335021972656,630.660095214844,800.27978515625
"codex_185",36.0104904174805,163.657821655273,314.212890625,438.22021484375
"codex_186",995.03857421875,345.647491455078,705.794799804688,616.790344238281
"codex_187",1234.01416015625,689.302978515625,1138.1162109375,709.08740234375
"codex_188",437.465545654297,336.612976074219,508.300170898438,594.240417480469
"codex_189",730.596496582031,530.183044433594,764.204284667969,784.080139160156
"codex_190",540.843688964844,176.489730834961,528.53369140625,591.352416992188
"codex_191",483.324523925781,461.604339599609,578.328369140625,961.598205566406
"codex_192",1181.52648925781,655.686218261719,1310.18115234375,1436.60949707031
"codex_193",1081.32629394531,784.139099121094,901.046203613281,1032.525390625
"codex_194",1345.33520507812,696.994812011719,915.728210449219,1279.79077148438
"codex_195",1285.06677246094,868.956970214844,1036.21252441406,1139.61999511719
"codex_196",1118.45629882812,257.480499267578,804.499816894531,200.021301269531
"codex_197",1884.53393554688,523.671997070312,1119.21911621094,880.831970214844
"codex_198",605.967834472656,20.9194278717041,345.073120117188,-52.4396667480469
"codex_199",427.797149658203,537.7001953125,647.009521484375,569.1689453125
"codex_200",568.320739746094,240.120986938477,621.386474609375,259.748596191406
"codex_201",1955.04711914062,379.367889404297,700.728210449219,1021.24884033203
"codex_202",946.064880371094,335.811584472656,636.374145507812,232.838592529297
"codex_203",1531.41540527344,602.714172363281,942.21630859375,760.437744140625
"codex_204",704.442077636719,478.654998779297,694.720581054688,552.079284667969
"codex_205",-254.222564697266,269.655822753906,351.098968505859,1021.10131835938
"codex_206",1530.00927734375,1207.33569335938,1285.16320800781,1269.07360839844
"codex_207",411.932952880859,492.232818603516,604.815002441406,507.444854736328
"codex_208",943.519653320312,596.467163085938,634.712219238281,956.206298828125
"codex_209",1235.47937011719,722.375427246094,1050.64599609375,417.865447998047
"codex_210",718.845336914062,443.46630859375,803.706420898438,867.836059570312
"codex_211",1021.80041503906,796.45263671875,798.714721679688,766.84130859375
"codex_212",1942.63623046875,976.394226074219,1238.29919433594,1134.49890136719
"codex_213",895.032470703125,585.063171386719,641.976806640625,748.89794921875
"codex_214",13.375036239624,503.807586669922,135.208679199219,755.420349121094
"codex_215",2737.73095703125,1261.66528320312,1643.07336425781,1279.03112792969
"codex_216",717.818420410156,728.867309570312,886.425476074219,848.574951171875
"codex_217",2278.85546875,764.328491210938,1452.98510742188,1304.13244628906
"codex_218",1061.92028808594,411.419494628906,817.471862792969,786.341796875
"codex_219",723.9716796875,450.742004394531,756.395446777344,331.843048095703
"codex_220",1852.45910644531,554.902954101562,1028.00451660156,628.618957519531
"codex_221",991.4853515625,461.882934570312,994.970764160156,1063.32189941406
"codex_222",127.38313293457,297.877258300781,327.030853271484,507.102813720703
"codex_223",674.10302734375,216.991851806641,450.451232910156,585.562866210938
"codex_224",2397.74560546875,634.616455078125,946.386779785156,2641.25390625
"codex_225",1442.39514160156,604.877502441406,1155.82922363281,738.003662109375
"codex_226",2191.35913085938,804.106689453125,1214.59704589844,1709.912109375
"codex_227",628.781494140625,148.774993896484,425.245941162109,760.807983398438
"codex_228",3053.93090820312,1102.12390136719,1819.060546875,3093.87036132812
"codex_229",838.620178222656,307.973815917969,663.299743652344,780.150817871094
"codex_230",929.0048828125,214.744491577148,453.971038818359,486.063079833984
"codex_231",596.263549804688,458.661163330078,560.615783691406,721.915161132812
"codex_232",877.625366210938,472.970031738281,825.457397460938,532.118469238281
"codex_233",2357.37622070312,329.206573486328,712.583740234375,998.9990234375
"codex_234",588.032592773438,153.639007568359,190.063888549805,751.703491210938
"codex_235",3094.294921875,1165.87548828125,2706.88989257812,1547.05737304688
"codex_236",1626.40270996094,621.412719726562,1185.43920898438,831.051818847656
"codex_237",893.655334472656,534.637268066406,838.177978515625,739.734436035156
"codex_238",1388.91552734375,714.215209960938,1195.63488769531,1453.92895507812
"codex_239",-474.067687988281,-468.9228515625,-446.625549316406,617.599609375
"codex_240",506.739929199219,222.556900024414,372.906127929688,962.933959960938
"codex_241",1829.68298339844,963.673034667969,1722.21826171875,954.08349609375
"codex_242",582.154357910156,540.268798828125,671.620483398438,990.224060058594
"codex_243",731.759826660156,254.219772338867,575.933288574219,610.43017578125
"codex_244",958.969543457031,547.922485351562,839.851135253906,1011.76409912109
"codex_245",647.737915039062,302.572387695312,548.188720703125,835.159790039062
"codex_246",844.563293457031,264.714660644531,559.717163085938,672.546142578125
"codex_247",1335.02270507812,697.505554199219,1066.572265625,1037.23303222656
"codex_248",1631.62280273438,361.914733886719,1487.73364257812,539.322143554688
"codex_249",1039.84326171875,600.980834960938,864.957153320312,1079.69482421875
"codex_250",-627.714721679688,-514.419982910156,-831.559814453125,-899.753173828125
"codex_251",534.742736816406,504.475219726562,605.396423339844,678.277221679688
"codex_252",1561.63110351562,750.495788574219,1200.92626953125,1040.93835449219
"codex_253",1823.60339355469,726.973937988281,1583.18115234375,1042.76159667969
"codex_254",1420.96252441406,724.669921875,814.321166992188,976.059448242188
"codex_255",888.528503417969,857.617370605469,1027.95104980469,1456.40441894531
"codex_256",1258.90808105469,1154.50598144531,1274.37707519531,1272.44055175781
"codex_257",362.782501220703,340.701873779297,565.991943359375,414.492034912109
"codex_258",941.91552734375,416.068878173828,536.433715820312,1303.70483398438
"codex_259",1751.6171875,861.865417480469,1416.90747070312,1063.84301757812
"codex_260",442.454986572266,499.222106933594,496.654541015625,497.445037841797
"codex_261",463.953308105469,314.633453369141,683.490478515625,263.206451416016
"codex_262",1611.78210449219,632.902038574219,1293.62487792969,903.015380859375
"codex_263",673.110290527344,426.973388671875,673.729064941406,836.472045898438
"codex_264",1304.84155273438,518.733825683594,842.006652832031,1126.9931640625
"codex_265",258.535522460938,400.401184082031,652.149536132812,616.348388671875
"codex_266",1474.46765136719,765.004455566406,1002.48089599609,1403.77697753906
"codex_267",832.220031738281,625.578430175781,652.473449707031,1249.47766113281
"codex_268",362.863922119141,338.828887939453,573.733459472656,458.355499267578
"codex_269",905.187438964844,324.893707275391,816.657958984375,443.068237304688
"codex_270",675.72216796875,647.299377441406,773.705444335938,529.530395507812
"codex_271",1022.18829345703,313.964477539062,637.489929199219,617.810119628906
"codex_272",2600.60302734375,636.085510253906,741.74658203125,1395.46716308594
"codex_273",1822.42639160156,26.4185523986816,95.5498886108398,86.8132095336914
"codex_274",1359.47131347656,871.990661621094,1113.91882324219,698.178100585938
"codex_275",705.834594726562,176.218673706055,584.598327636719,284.144653320312
"codex_276",1057.74719238281,543.834411621094,812.861267089844,563.247863769531
"codex_277",827.330139160156,321.188751220703,550.578186035156,472.608215332031
"codex_278",394.662322998047,174.102783203125,508.786743164062,-173.437423706055
"codex_279",920.711303710938,472.936218261719,426.75,927.683715820312
"codex_280",577.812438964844,618.112243652344,616.491333007812,587.602478027344
"codex_281",481.611724853516,434.765502929688,710.828369140625,686.096435546875
"codex_282",2503.49365234375,1158.78564453125,2000.29064941406,1285.28112792969
"codex_283",1601.5087890625,440.474609375,769.654968261719,580.705322265625
"codex_284",2028.25646972656,594.801452636719,1443.54052734375,1334.60913085938
"codex_285",2081.02124023438,282.027984619141,726.542846679688,378.384033203125
"codex_286",1665.86315917969,748.584899902344,1122.17358398438,1012.86853027344
"codex_287",1549.94641113281,752.894165039062,1189.20910644531,1052.21826171875
"codex_288",1742.54724121094,731.137023925781,887.966796875,1310.66772460938
"codex_289",778.729370117188,510.114807128906,761.899169921875,898.350036621094
"codex_290",1734.75634765625,302.232757568359,657.373962402344,925.699462890625
"codex_291",1562.33715820312,808.837768554688,1410.96069335938,1302.10729980469
"codex_292",459.666229248047,1434.49682617188,744.766662597656,1236.609375
"codex_293",261.912109375,15.9082202911377,116.198013305664,842.439147949219
"codex_294",1178.09509277344,485.1572265625,859.49072265625,566.897644042969
"codex_295",1794.16125488281,1059.18237304688,1296.02856445312,2295.66845703125
"codex_296",547.404724121094,183.41178894043,227.830688476562,898.577575683594
"codex_297",1447.72021484375,624.894653320312,1031.00634765625,841.049377441406
"codex_298",1017.69219970703,513.133544921875,855.616271972656,2019.05908203125
"codex_299",1223.58154296875,580.033935546875,858.514465332031,665.356811523438
"codex_300",1159.45825195312,466.369476318359,861.995361328125,848.32568359375
"codex_301",733.280578613281,819.987182617188,915.788391113281,772.236755371094
"codex_302",-448.582214355469,-504.930847167969,-783.90869140625,-389.791870117188
"codex_303",791.6572265625,193.532760620117,692.169616699219,155.945983886719
"codex_304",716.378295898438,571.005798339844,1247.26965332031,1736.13024902344
"codex_305",2749.55688476562,965.569580078125,1661.96008300781,1665.33435058594
"codex_306",544.331665039062,175.573532104492,471.750457763672,-427.085327148438
"codex_307",1740.98889160156,548.300476074219,748.132507324219,1365.74951171875
"codex_308",1135.51306152344,322.170593261719,650.478759765625,660.233154296875
"codex_309",943.97119140625,353.038238525391,515.499572753906,533.14306640625
"codex_310",787.679931640625,383.59130859375,723.211181640625,383.995178222656
"codex_311",456.935791015625,639.651672363281,915.540222167969,855.509948730469
"codex_312",386.354919433594,242.34765625,336.616333007812,90.3137969970703
"codex_313",712.647033691406,671.343994140625,863.479187011719,1091.10571289062
"codex_314",1986.68103027344,1211.44262695312,1793.27661132812,1468.79248046875
"codex_315",904.462036132812,678.780883789062,989.84130859375,1191.68334960938
"codex_316",1240.67553710938,540.617004394531,1007.28784179688,610.36572265625
"codex_317",376.9619140625,-53.5357856750488,95.8243408203125,79.6146926879883
"codex_318",570.137145996094,376.004791259766,662.026611328125,188.823913574219
"codex_319",1610.31201171875,629.852966308594,1134.89501953125,638.921997070312
"codex_320",322.167510986328,-176.763549804688,-47.1834983825684,-685.685974121094
"codex_321",1541.14270019531,987.842651367188,1248.54895019531,1508.7880859375
"codex_322",480.785858154297,39.8985023498535,87.5097808837891,325.818420410156
"codex_323",1014.0048828125,814.063354492188,1009.82739257812,1030.99206542969
"codex_324",1922.31860351562,720.876708984375,1239.55090332031,962.082641601562
"codex_325",809.97705078125,377.628601074219,712.320373535156,629.640869140625
"codex_326",808.396789550781,190.611938476562,382.253692626953,559.592407226562
"codex_327",1537.28186035156,786.089477539062,1116.96240234375,1173.12670898438
"codex_328",784.536315917969,322.831604003906,557.438354492188,1609.9931640625
"codex_329",1826.03015136719,722.199829101562,843.64453125,989.520874023438
"codex_330",862.709533691406,655.471008300781,862.09716796875,597.827026367188
"codex_331",1480.00134277344,393.634887695312,725.136169433594,432.260986328125
"codex_332",985.419311523438,515.496032714844,702.788269042969,559.434936523438
"codex_333",1406.90148925781,753.474731445312,1234.79968261719,944.945373535156
"codex_334",961.030883789062,305.957916259766,727.628356933594,495.870849609375
"codex_335",1800.44201660156,564.855712890625,1103.10485839844,753.356323242188
"codex_336",2200.16064453125,722.831420898438,1375.29370117188,1358.87133789062
"codex_337",510.823333740234,656.802856445312,571.9765625,1189.66540527344
"codex_338",1012.17474365234,759.066772460938,893.211975097656,1174.57104492188
"codex_339",-1042.20935058594,-671.239624023438,-77.4032974243164,-96.6831588745117
"codex_340",1221.71301269531,1109.23156738281,1219.29516601562,1399.67468261719
"codex_341",1366.35705566406,591.669311523438,1084.36791992188,1068.99279785156
"codex_342",1226.24694824219,940.272888183594,1290.19897460938,1325.34423828125
"codex_343",1037.11450195312,387.792694091797,836.1650390625,831.940185546875
"codex_344",1092.62084960938,353.647796630859,622.089721679688,688.116943359375
"codex_345",1625.85522460938,739.59375,1110.21459960938,1106.73864746094
"codex_346",855.897888183594,157.778747558594,288.956298828125,426.512939453125
"codex_347",1905.92199707031,646.903991699219,1205.02172851562,1256.68408203125
"codex_348",1636.7099609375,600.025573730469,1002.60601806641,1341.89379882812
"codex_349",701.910522460938,58.7803039550781,426.735809326172,129.949905395508
"codex_350",744.624694824219,204.837127685547,309.579498291016,245.480743408203
"codex_351",1167.19274902344,649.900207519531,1032.23608398438,1261.30749511719
"codex_352",550.086547851562,99.8449783325195,138.174301147461,791.941833496094
"codex_353",861.883361816406,844.532104492188,855.451293945312,736.723999023438
"codex_354",2260.54345703125,708.912841796875,790.028076171875,885.962463378906
"codex_355",977.359802246094,671.266967773438,726.290954589844,1204.50793457031
"codex_356",746.348937988281,194.350967407227,318.315795898438,751.930541992188
"codex_357",297.754943847656,545.595825195312,470.977752685547,542.068115234375
"codex_358",280.685089111328,23.6807060241699,338.788970947266,-102.421020507812
"codex_359",1789.66040039062,729.493041992188,1238.48034667969,822.271057128906
"codex_360",556.6923828125,488.127136230469,644.847595214844,809.258605957031
"codex_361",653.580749511719,527.399780273438,694.866638183594,536.24169921875
"codex_362",275.711944580078,139.763168334961,579.543701171875,119.025665283203
"codex_363",1140.8310546875,769.387390136719,946.838439941406,831.534973144531
"codex_364",6965.6015625,4749.28076171875,4240.68310546875,4281.94482421875
"codex_365",1532.14514160156,516.362426757812,1068.17370605469,904.652587890625
"codex_366",790.147705078125,245.245559692383,504.466491699219,397.442108154297
"codex_367",1772.33679199219,485.136657714844,1228.37939453125,826.491394042969
"codex_368",-27.5398082733154,340.010223388672,259.403839111328,936.788024902344
"codex_369",801.701232910156,570.306213378906,655.100402832031,1233.85998535156
"codex_370",1377.71911621094,769.027526855469,938.645080566406,1289.05480957031
"codex_371",4.30036926269531,-167.145462036133,89.6654586791992,6.99765968322754
"codex_372",1066.67956542969,628.368469238281,986.464721679688,1071.84582519531
"codex_373",1368.13745117188,994.497436523438,1130.31005859375,1106.4130859375
"codex_374",2209.24389648438,767.307922363281,1459.99304199219,772.905456542969
"codex_375",1609.83581542969,810.733215332031,1114.51513671875,1213.43176269531
"codex_376",1237.41577148438,413.352508544922,771.593872070312,634.722717285156
"codex_377",886.902770996094,278.220062255859,481.503204345703,298.846069335938
"codex_378",1081.83935546875,486.473846435547,1023.11291503906,647.175842285156
"codex_379",959.037963867188,365.001831054688,512.213989257812,220.344512939453
"codex_380",331.929901123047,426.481811523438,499.210235595703,1133.07299804688
"codex_381",1186.11193847656,436.554382324219,995.222595214844,653.587280273438
"codex_382",1461.97802734375,751.846618652344,924.39208984375,926.371154785156
"codex_383",168.025604248047,-27.2409687042236,-11.0030326843262,-405.063415527344
"codex_384",1779.10876464844,613.300048828125,974.710327148438,1345.72778320312
"codex_385",1296.64892578125,793.269592285156,1042.7314453125,1276.48413085938
"codex_386",321.805053710938,327.4345703125,214.280654907227,324.662933349609
"codex_387",586.718200683594,645.069396972656,703.521179199219,966.732055664062
"codex_388",415.198181152344,523.459899902344,768.593322753906,671.055725097656
"codex_389",4060.03393554688,458.130859375,762.875854492188,973.816833496094
"codex_390",491.425964355469,502.349243164062,491.632202148438,1328.26428222656
"codex_391",1634.1064453125,396.137237548828,852.960815429688,416.819671630859
